,name,url,uri,popularity,artist,danceability,energy,valence,acousticness,instrumentalness,tempo,loudness,speechiness,liveness,label
48717,Memories,https://open.spotify.com/embed/track/65f1SfKJb6bePOVUETxVQn,spotify:track:65f1SfKJb6bePOVUETxVQn,21,Jaden Thompson,0.804,0.864,0.485,0.0467,0.912,126.996,-9.764,0.073,0.127,1
48727,Rain,https://open.spotify.com/embed/track/3Cd0nA9A8LVfaXfxJqLtYv,spotify:track:3Cd0nA9A8LVfaXfxJqLtYv,26,Dhruv Visvanath,0.805,0.534,0.562,0.548,0.796,126.021,-12.101,0.0434,0.107,1
48738,Love Will Tear Us Apart - 2010 Remaster,https://open.spotify.com/embed/track/1r8oPEXqnhUVgkUkJNqEuF,spotify:track:1r8oPEXqnhUVgkUkJNqEuF,54,Joy Division,0.525,0.902,0.907,0.000989,0.691,146.83,-8.662,0.0368,0.137,1
48768,"Oh, Ok",https://open.spotify.com/embed/track/3yIECX2EFJr3udccZ0M5zw,spotify:track:3yIECX2EFJr3udccZ0M5zw,33,Tal Fussman,0.798,0.904,0.6,0.0232,0.903,124.001,-10.1,0.0619,0.0813,1
48779,Cidade,https://open.spotify.com/embed/track/5EThnlyGxPua0H7YuUbWf2,spotify:track:5EThnlyGxPua0H7YuUbWf2,49,Jakspin,0.695,0.43,0.377,0.175,0.821,85.997,-12.037,0.0695,0.132,1
48782,Nothing but a Cliché,https://open.spotify.com/embed/track/7a19ONgUWreV4yZykAy7Ub,spotify:track:7a19ONgUWreV4yZykAy7Ub,28,Black Joe Lewis & The Honeybears,0.433,0.778,0.904,0.0231,0.545,172.64,-4.027,0.0282,0.377,1
48784,True Colors,https://open.spotify.com/embed/track/5wkccWCIb4AhTT24qMI3aD,spotify:track:5wkccWCIb4AhTT24qMI3aD,43,flat disc,0.757,0.711,0.534,0.226,0.864,75.012,-9.163,0.0456,0.116,1
48787,Holsten,https://open.spotify.com/embed/track/1QY1JdMErccck5JBqqI7tH,spotify:track:1QY1JdMErccck5JBqqI7tH,26,O'Flynn,0.702,0.887,0.319,0.0517,0.93,128.009,-5.817,0.0545,0.164,1
48800,Refreshing Claps In Thunderstorm,https://open.spotify.com/embed/track/4K5o0A7lQpHox49jSNc7Yk,spotify:track:4K5o0A7lQpHox49jSNc7Yk,42,Nature Sounds,0.0618,0.671,0.0317,0.376,0.965,56.572,-26.211,0.0631,0.406,1
48811,A Lingering Love,https://open.spotify.com/embed/track/1vX5qdTsxb0Gedzmyc8UV2,spotify:track:1vX5qdTsxb0Gedzmyc8UV2,51,Fruit Bats,0.617,0.794,0.363,0.0712,0.555,100.987,-9.098,0.0263,0.122,1
48828,Nobody,https://open.spotify.com/embed/track/2hU16xaNHHOKNUIADaIdpe,spotify:track:2hU16xaNHHOKNUIADaIdpe,33,Black Belt Eagle Scout,0.426,0.639,0.524,0.0904,0.867,104.947,-6.935,0.03,0.132,1
