,name,url,uri,popularity,artist,danceability,energy,valence,acousticness,instrumentalness,tempo,loudness,speechiness,liveness,label
33843,It's Beginning to Look a Lot like Christmas,https://open.spotify.com/embed/track/1rv46mRwDqMEhOBZ7vODg3,spotify:track:1rv46mRwDqMEhOBZ7vODg3,59,Michael Bublé,0.331,0.223,0.355,0.88,5.92e-06,92.896,-11.274,0.0338,0.343,2
33844,All I want for Christmas is you,https://open.spotify.com/embed/track/2pHfIpdgngmpNBJ4Rxg9fl,spotify:track:2pHfIpdgngmpNBJ4Rxg9fl,25,VOCA PEOPLE,0.373,0.275,0.342,0.849,0.000699,72.002,-5.142,0.0266,0.0987,2
33854,(Now and Then There's) A Fool Such as I,https://open.spotify.com/embed/track/6aKzxns1rGMjLSij4PuWhh,spotify:track:6aKzxns1rGMjLSij4PuWhh,46,Elvis Presley,0.574,0.714,0.722,0.901,1.7e-05,63.623,-6.344,0.0403,0.255,2
33855,Durga Chalisa - Durga Naam Mala,https://open.spotify.com/embed/track/4foWFmxKa728wWiJ85pwqJ,spotify:track:4foWFmxKa728wWiJ85pwqJ,20,Ujjaini Mukherjee,0.618,0.907,0.48,0.696,0.0,155.069,-5.181,0.285,0.15,2
33861,Yesterday,https://open.spotify.com/embed/track/6c6XaTu2VM32NHxtYZUWMY,spotify:track:6c6XaTu2VM32NHxtYZUWMY,38,Oliver Nelson,0.327,0.264,0.264,0.702,0.0147,93.024,-13.76,0.0308,0.205,2
33868,Winter Wonderland,https://open.spotify.com/embed/track/0bfM3OhwHsqIJqF6m04En3,spotify:track:0bfM3OhwHsqIJqF6m04En3,28,Meghan Trainor,0.461,0.364,0.681,0.843,2.63e-05,107.843,-8.716,0.0314,0.717,2
33871,Cactus,https://open.spotify.com/embed/track/6iLgcK64cgkctviVp6ne9i,spotify:track:6iLgcK64cgkctviVp6ne9i,39,Jang Jane,0.803,0.516,0.519,0.541,0.000271,96.982,-4.686,0.0281,0.311,2
33879,Blue Devil Jump,https://open.spotify.com/embed/track/3iwZOA51h58QHa3KLyAKyu,spotify:track:3iwZOA51h58QHa3KLyAKyu,25,Jay McShann,0.732,0.349,0.77,0.718,0.245,107.014,-9.386,0.0362,0.125,2
33880,amigos con beneficios,https://open.spotify.com/embed/track/5z7CdPON2afBSONCdIMniG,spotify:track:5z7CdPON2afBSONCdIMniG,42,Dariell Cano,0.684,0.479,0.619,0.687,5.21e-06,140.075,-7.106,0.0315,0.134,2
33890,Samba Dolente,https://open.spotify.com/embed/track/6qbo26M43ipM0bTF5SgzzR,spotify:track:6qbo26M43ipM0bTF5SgzzR,34,Francis Hime,0.404,0.355,0.572,0.917,0.00014,154.876,-12.667,0.0425,0.14,2
33892,Poove Oru Mazhamutham,https://open.spotify.com/embed/track/5m1gpEMYblFTaH9y2F52cx,spotify:track:5m1gpEMYblFTaH9y2F52cx,46,Fahad,0.668,0.413,0.425,0.39,8.79e-06,144.963,-10.314,0.0423,0.145,2
33893,Lazy Afternoon,https://open.spotify.com/embed/track/6ZEHSRUjfNVZ5cIfCfu71H,spotify:track:6ZEHSRUjfNVZ5cIfCfu71H,38,Heidi Skjerve,0.232,0.0949,0.237,0.899,4.04e-06,67.715,-14.847,0.0347,0.112,2
33894,Grace Lee,https://open.spotify.com/embed/track/7em3bV28UtlFrCIrtMZk1N,spotify:track:7em3bV28UtlFrCIrtMZk1N,5,Hollis,0.442,0.446,0.403,0.39,0.000216,76.923,-9.467,0.0333,0.112,2
33896,Raataan Lambiyan - Cover By Nikhita Gandhi,https://open.spotify.com/embed/track/0Po3k6o3KGRPOhrs49BROb,spotify:track:0Po3k6o3KGRPOhrs49BROb,48,Tanishk Bagchi,0.476,0.491,0.563,0.852,0.0,65.191,-9.097,0.0357,0.109,2
33897,Just My Imagination (Running Away With Me),https://open.spotify.com/embed/track/39Bd345OWEhRNyfayhp9gv,spotify:track:39Bd345OWEhRNyfayhp9gv,62,The Temptations,0.425,0.242,0.477,0.88,0.0118,92.472,-15.424,0.0267,0.195,2
33902,Young Love,https://open.spotify.com/embed/track/4UpBPaIMx7OoFpjeNdXfMn,spotify:track:4UpBPaIMx7OoFpjeNdXfMn,51,Cleo Sol,0.477,0.484,0.573,0.633,1.83e-06,135.592,-7.821,0.0529,0.11,2
33903,Vithala Tu Veda Kumbhar,https://open.spotify.com/embed/track/41Hw6D3GOZ3typ3wjWn3dT,spotify:track:41Hw6D3GOZ3typ3wjWn3dT,21,Sudhir Phadke,0.453,0.475,0.676,0.923,0.00191,91.316,-9.982,0.0651,0.669,2
33907,Chimba Paavsan Raan,https://open.spotify.com/embed/track/3vebq1lS9yL8L9G49mPxnH,spotify:track:3vebq1lS9yL8L9G49mPxnH,31,Lata Mangeshkar,0.471,0.453,0.673,0.772,0.0,104.272,-11.774,0.0512,0.294,2
33915,Pretty Hands,https://open.spotify.com/embed/track/0daO3mhf7lmqH1vNsGEFCJ,spotify:track:0daO3mhf7lmqH1vNsGEFCJ,41,Jeffrey Foucault,0.517,0.131,0.419,0.926,0.0984,87.855,-18.439,0.0344,0.151,2
33916,Mean To Me,https://open.spotify.com/embed/track/4QEPK8VmIJsxw6ymP93gCS,spotify:track:4QEPK8VmIJsxw6ymP93gCS,46,Yorkville,0.448,0.146,0.303,0.96,0.00209,185.855,-14.061,0.0406,0.104,2
33919,"Kiss the Girl - From ""The Little Mermaid""/ Soundtrack Version",https://open.spotify.com/embed/track/6CDiKAFgbWXlwQTU59GKYT,spotify:track:6CDiKAFgbWXlwQTU59GKYT,52,Samuel E. Wright,0.671,0.225,0.717,0.661,0.0,134.852,-16.569,0.0493,0.102,2
33920,Tum Jo Aaye & Tere Bin Nahin Lagda,https://open.spotify.com/embed/track/2NOVGPOYR9H4hMxGRFZH9f,spotify:track:2NOVGPOYR9H4hMxGRFZH9f,53,Rahat Fateh Ali Khan,0.464,0.536,0.581,0.421,2.45e-05,80.194,-9.311,0.0532,0.173,2
33921,La Ingenua,https://open.spotify.com/embed/track/4WuGyMWj0g7BO5WfiDyVJU,spotify:track:4WuGyMWj0g7BO5WfiDyVJU,29,La Cassandra,0.427,0.535,0.456,0.495,1.77e-06,79.61,-5.907,0.0307,0.0441,2
33922,Sukhkarta / Shendur Laal,https://open.spotify.com/embed/track/3LNAcpQCLiARvoRKDEHgZE,spotify:track:3LNAcpQCLiARvoRKDEHgZE,2,Neeti Mohan,0.416,0.554,0.295,0.854,0.0,145.9,-7.932,0.0536,0.17,2
33937,Time’s Up,https://open.spotify.com/embed/track/68OeJN8El9Yc5EOmVP9MFa,spotify:track:68OeJN8El9Yc5EOmVP9MFa,48,Hajin,0.489,0.205,0.28,0.925,0.0,139.259,-11.387,0.0359,0.113,2
33944,Saware,https://open.spotify.com/embed/track/1juJ3mwsFerctbngtK42G4,spotify:track:1juJ3mwsFerctbngtK42G4,65,Pritam,0.499,0.683,0.295,0.703,0.00161,134.95,-6.373,0.0334,0.0749,2
33952,clap4me,https://open.spotify.com/embed/track/6SIeF6KG8l06YDpFn0mfrT,spotify:track:6SIeF6KG8l06YDpFn0mfrT,22,Syo,0.462,0.489,0.56,0.454,0.0,84.285,-9.642,0.227,0.111,2
33954,Tarfe,https://open.spotify.com/embed/track/3VvdqoYyBa6zssV8kNj0bM,spotify:track:3VvdqoYyBa6zssV8kNj0bM,14,Samarth Janve,0.502,0.319,0.233,0.652,0.0,127.879,-11.287,0.0386,0.0612,2
33955,"Violin Sonata No. 7 in C Minor, Op. 30, No. 2: II. Adagio cantabile",https://open.spotify.com/embed/track/6D9RllfKTPFOGbKFZsvYzG,spotify:track:6D9RllfKTPFOGbKFZsvYzG,23,Ludwig van Beethoven,0.332,0.0367,0.199,0.977,0.0503,124.062,-26.188,0.0453,0.0866,2
33957,Jesus Christ the Apple Tree,https://open.spotify.com/embed/track/5HHtgGH5XwCfhjDo7I9EAo,spotify:track:5HHtgGH5XwCfhjDo7I9EAo,26,The Sixteen,0.171,0.0505,0.0544,0.992,2.03e-05,85.507,-27.797,0.0561,0.0814,2
33961,Feel Like Makin' Love,https://open.spotify.com/embed/track/7gkboYtvhuXNS4EUwmFPcw,spotify:track:7gkboYtvhuXNS4EUwmFPcw,60,Roberta Flack,0.681,0.264,0.692,0.833,0.441,93.809,-21.861,0.0309,0.103,2
33964,Cherry Wine - Live,https://open.spotify.com/embed/track/1C042FLYy7rP3MfnkOcnha,spotify:track:1C042FLYy7rP3MfnkOcnha,67,Hozier,0.415,0.11,0.234,0.951,0.00236,81.876,-14.901,0.0388,0.0962,2
33971,My Romance,https://open.spotify.com/embed/track/7MXRZcyPLQfq6JUm1bnQ1V,spotify:track:7MXRZcyPLQfq6JUm1bnQ1V,38,Tony Bennett,0.506,0.034,0.204,0.929,0.00856,76.473,-21.746,0.0447,0.118,2
33975,Good Days,https://open.spotify.com/embed/track/3YJJjQPAbDT7mGpX3WtQ9A,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,80,SZA,0.436,0.655,0.412,0.499,8.1e-06,121.002,-8.37,0.0583,0.688,2
33977,Barbados Carnival,https://open.spotify.com/embed/track/6VImP09GCjqLbOLY3S9S0z,spotify:track:6VImP09GCjqLbOLY3S9S0z,29,Mighty Panther,0.776,0.592,0.908,0.769,0.0,105.604,-7.65,0.193,0.166,2
33982,One Night - Remastered,https://open.spotify.com/embed/track/1FysXGpNQQIf2yhlOoSFfH,spotify:track:1FysXGpNQQIf2yhlOoSFfH,27,Smiley Lewis,0.563,0.472,0.595,0.819,8.18e-06,121.671,-8.524,0.0299,0.232,2
33985,Rubber,https://open.spotify.com/embed/track/3dsZCq57TheazHh1GVAJwO,spotify:track:3dsZCq57TheazHh1GVAJwO,49,Ruston Kelly,0.55,0.501,0.148,0.624,1.74e-06,130.283,-8.527,0.0324,0.0962,2
33988,Peas And Carrots,https://open.spotify.com/embed/track/6suqE7jsS61mbxUa1jqxxl,spotify:track:6suqE7jsS61mbxUa1jqxxl,46,Matty Mel Jr,0.649,0.45,0.5,0.473,0.399,169.883,-8.779,0.0504,0.139,2
33992,Way down We Go,https://open.spotify.com/embed/track/0y1QJc3SJVPKJ1OvFmFqe6,spotify:track:0y1QJc3SJVPKJ1OvFmFqe6,79,KALEO,0.489,0.505,0.337,0.579,0.000333,163.255,-8.022,0.117,0.104,2
34000,Kadha Sollava,https://open.spotify.com/embed/track/1zAobZROnbDbk2MMAWawlv,spotify:track:1zAobZROnbDbk2MMAWawlv,14,Sanathan Shree Krishnan,0.826,0.675,0.47,0.636,1.13e-06,102.049,-5.046,0.0408,0.091,2
34002,Kaapada Ravela,https://open.spotify.com/embed/track/60A3LnYvl43VmKkcKG70Dl,spotify:track:60A3LnYvl43VmKkcKG70Dl,14,Vishnu,0.501,0.398,0.529,0.659,0.00115,96.387,-8.303,0.0399,0.168,2
34005,Đường Tôi Chở Em Về,https://open.spotify.com/embed/track/27F22WcGDyl4Z2KylVJkXL,spotify:track:27F22WcGDyl4Z2KylVJkXL,53,buitruonglinh,0.659,0.216,0.174,0.455,4.64e-06,94.004,-16.081,0.0303,0.092,2
34006,All I Want for Christmas Is You,https://open.spotify.com/embed/track/6XYlGIZ5FJVPcsMEvapuO8,spotify:track:6XYlGIZ5FJVPcsMEvapuO8,23,WILD,0.583,0.326,0.439,0.769,0.0,130.227,-11.232,0.033,0.106,2
34007,Jevha Lavtay Nauvari,https://open.spotify.com/embed/track/0AchEDFZr69TlvYkm3QE1W,spotify:track:0AchEDFZr69TlvYkm3QE1W,34,Raj Irmali,0.651,0.731,0.29,0.677,0.0,84.99,-7.485,0.0566,0.238,2
34009,Bahara X,https://open.spotify.com/embed/track/0BlKsjU5Md37Z1CZ6UY6bT,spotify:track:0BlKsjU5Md37Z1CZ6UY6bT,69,Ezu,0.722,0.309,0.832,0.676,4e-05,98.88,-12.729,0.0413,0.13,2
34012,Love,https://open.spotify.com/embed/track/3M6YfoPwvvTHK1mnCQmqHI,spotify:track:3M6YfoPwvvTHK1mnCQmqHI,56,Nancy Adams,0.298,0.265,0.437,0.884,5.87e-05,74.202,-15.08,0.0352,0.109,2
34019,恋人じゃなくなった日,https://open.spotify.com/embed/track/7fQYRdNX6y8BpfmHvWVPm8,spotify:track:7fQYRdNX6y8BpfmHvWVPm8,70,Yuuri,0.636,0.516,0.487,0.549,0.0,74.996,-5.922,0.0355,0.0825,2
34025,Here On Out,https://open.spotify.com/embed/track/1p0R5cAQaMh7lM5Zt3X67h,spotify:track:1p0R5cAQaMh7lM5Zt3X67h,50,Dave Matthews Band,0.474,0.287,0.328,0.866,7.73e-05,160.05,-13.434,0.0311,0.118,2
34028,Damn Girl,https://open.spotify.com/embed/track/0KXQqXxBt9PkcGREjkWi9J,spotify:track:0KXQqXxBt9PkcGREjkWi9J,27,Biako,0.673,0.394,0.335,0.757,0.445,90.982,-10.06,0.0367,0.177,2
34029,"Dalan Gronjal - From ""Cidro Asmoro""",https://open.spotify.com/embed/track/6tfxkAa670aN3qNTFJYJ8n,spotify:track:6tfxkAa670aN3qNTFJYJ8n,45,Ndarboy Genk,0.619,0.622,0.538,0.718,5.24e-05,124.922,-8.162,0.0309,0.223,2
34031,String Quartet No. 1 in D Minor: III. Adagio,https://open.spotify.com/embed/track/3gmhJL9nKwiJp12nxY1D9z,spotify:track:3gmhJL9nKwiJp12nxY1D9z,31,Nancy Dalberg,0.161,0.0278,0.0376,0.927,0.0218,104.324,-25.559,0.0447,0.0785,2
34038,Lumiére,https://open.spotify.com/embed/track/18tXiBFeqeoNe3f8Ehwp2U,spotify:track:18tXiBFeqeoNe3f8Ehwp2U,46,Emily Sage,0.425,0.0489,0.209,0.987,7.15e-05,120.623,-20.42,0.048,0.0914,2
34041,Chaap Tilak,https://open.spotify.com/embed/track/0XCtRvfDHT98h0iUSDFtyO,spotify:track:0XCtRvfDHT98h0iUSDFtyO,62,Namita Choudhary,0.544,0.38,0.149,0.859,0.0,84.267,-8.339,0.0318,0.0762,2
34044,Jo Achuthananda,https://open.spotify.com/embed/track/15jyZCp0qHs37COumPEugK,spotify:track:15jyZCp0qHs37COumPEugK,31,Vedavathi Prabhakar,0.45,0.586,0.543,0.928,0.0455,161.653,-5.597,0.0304,0.367,2
34046,Entha Bhagyamu - Begada - Rupakam,https://open.spotify.com/embed/track/7KbIlKPBcU6QEmXNZPm5TL,spotify:track:7KbIlKPBcU6QEmXNZPm5TL,0,Ananthalakshmi Sadagopan,0.448,0.547,0.803,0.985,0.111,76.868,-9.669,0.059,0.158,2
34051,Time After Time,https://open.spotify.com/embed/track/5JEM7lT9uSyhUsKFXwGfSm,spotify:track:5JEM7lT9uSyhUsKFXwGfSm,64,Iron & Wine,0.627,0.247,0.639,0.811,0.0587,125.305,-13.303,0.0321,0.112,2
34057,Days Of Wine And Roses,https://open.spotify.com/embed/track/5XrLzC6tClHbANUOmPYg2E,spotify:track:5XrLzC6tClHbANUOmPYg2E,48,Frank Sinatra,0.66,0.26,0.63,0.656,0.0,124.893,-13.853,0.0341,0.185,2
34070,Say Your Prayers,https://open.spotify.com/embed/track/11oUthXbMYswzsqsS927pF,spotify:track:11oUthXbMYswzsqsS927pF,40,Anoushka Shankar,0.307,0.0948,0.0672,0.878,0.155,140.599,-21.158,0.0348,0.105,2
34072,That's all,https://open.spotify.com/embed/track/2GA13uuobpA88h5zPXm0E3,spotify:track:2GA13uuobpA88h5zPXm0E3,38,Choi Yuree,0.353,0.271,0.41,0.952,8.95e-05,107.15,-10.212,0.0313,0.101,2
34080,Bulleya - Lofi Flip,https://open.spotify.com/embed/track/1zrCQPL78lQEDvDTeA5thf,spotify:track:1zrCQPL78lQEDvDTeA5thf,43,Kedrock,0.433,0.558,0.421,0.779,0.0,80.033,-8.824,0.0357,0.135,2
34082,Stoned at the Nail Salon,https://open.spotify.com/embed/track/0WLVSnKqQBK4UPom1TESHK,spotify:track:0WLVSnKqQBK4UPom1TESHK,0,Lorde,0.466,0.113,0.104,0.947,7.53e-05,125.369,-13.325,0.0414,0.0986,2
34086,All Things Considered,https://open.spotify.com/embed/track/2Encv0ig5W29JZ30hQgn6o,spotify:track:2Encv0ig5W29JZ30hQgn6o,37,Andy Laverne,0.432,0.345,0.247,0.563,0.128,132.969,-18.05,0.0367,0.125,2
34089,Karpooram Jolikkudhu,https://open.spotify.com/embed/track/1cADCfMaa9WWhbF0irD2H8,spotify:track:1cADCfMaa9WWhbF0irD2H8,9,Veeramani Raju,0.506,0.625,0.941,0.867,4.28e-05,189.645,-5.725,0.0729,0.189,2
34103,Am I Strange,https://open.spotify.com/embed/track/7zQ3WUdHHU7ORMo7oCrjei,spotify:track:7zQ3WUdHHU7ORMo7oCrjei,25,LeeHi,0.696,0.212,0.286,0.727,3.78e-06,105.974,-11.07,0.0302,0.0951,2
34104,Thirumalai Vaasa,https://open.spotify.com/embed/track/71C3AG0eSOtwHEstcIM5rZ,spotify:track:71C3AG0eSOtwHEstcIM5rZ,23,Mahanadhi Shobana,0.695,0.733,0.662,0.753,0.0,104.932,-2.257,0.0293,0.285,2
34108,Mrs. Robinson,https://open.spotify.com/embed/track/4jJ2YMKm2FqIvn7p85pSJY,spotify:track:4jJ2YMKm2FqIvn7p85pSJY,23,Billy Paul,0.552,0.298,0.604,0.883,0.00604,111.996,-14.754,0.0347,0.261,2
34111,Mes pas dans la neige - Spanish Song Bird,https://open.spotify.com/embed/track/09iBzIVcKTwLhg49ny9j0z,spotify:track:09iBzIVcKTwLhg49ny9j0z,42,Keren Ann,0.701,0.474,0.367,0.391,0.0276,110.13,-10.445,0.0306,0.17,2
34116,Swarg Ha Nava,https://open.spotify.com/embed/track/6DpwPjhfQboIPgj0RLvEaH,spotify:track:6DpwPjhfQboIPgj0RLvEaH,44,Hrishikesh Ranade,0.619,0.277,0.325,0.738,0.00169,152.647,-14.555,0.0469,0.0963,2
34124,Your Song,https://open.spotify.com/embed/track/0D1ecMMsSIpJbjPoJMHGkV,spotify:track:0D1ecMMsSIpJbjPoJMHGkV,69,Parokya Ni Edgar,0.657,0.153,0.654,0.898,0.0,119.657,-13.087,0.0516,0.107,2
34129,Satisfaction,https://open.spotify.com/embed/track/0hZIaQMGqu41dozEwqVa1b,spotify:track:0hZIaQMGqu41dozEwqVa1b,60,SiR,0.685,0.577,0.371,0.66,2.69e-06,110.326,-4.655,0.108,0.109,2
34131,Andhamulla Sandham,https://open.spotify.com/embed/track/7IXl8bZdCjMrscuKkZQGAS,spotify:track:7IXl8bZdCjMrscuKkZQGAS,0,K. S. Chithra,0.466,0.553,0.63,0.74,0.000259,87.207,-8.521,0.051,0.106,2
34137,Rojavai Thaalattum,https://open.spotify.com/embed/track/350TVlX0kFWE64yP5u0jv6,spotify:track:350TVlX0kFWE64yP5u0jv6,45,S. P. Balasubrahmanyam,0.574,0.326,0.644,0.839,0.00571,93.306,-10.971,0.0489,0.0781,2
34149,"When She Loved Me - From ""Toy Story 2"" / Soundtrack Version",https://open.spotify.com/embed/track/780W6YW5HFANQLR77Owern,spotify:track:780W6YW5HFANQLR77Owern,60,Sarah McLachlan,0.386,0.175,0.235,0.984,0.0,67.195,-12.038,0.043,0.0868,2
34159,Wicked City,https://open.spotify.com/embed/track/7m3ENcp0gz3FXZ6eVApM5f,spotify:track:7m3ENcp0gz3FXZ6eVApM5f,23,Swizay,0.871,0.372,0.244,0.504,0.296,126.511,-10.17,0.217,0.1,2
34164,O Manasa - Female Version,https://open.spotify.com/embed/track/34FyP3mlIosuIfd65Cr0l7,spotify:track:34FyP3mlIosuIfd65Cr0l7,35,Shreya Ghoshal,0.538,0.395,0.284,0.557,2.14e-05,119.825,-7.411,0.0305,0.107,2
34165,Blood In The Water,https://open.spotify.com/embed/track/7aIAOHBLDuh2IKJPM97VBb,spotify:track:7aIAOHBLDuh2IKJPM97VBb,32,Keir,0.374,0.561,0.252,0.754,3.12e-05,187.801,-7.309,0.171,0.0979,2
34167,Idhayamae Idhayamae,https://open.spotify.com/embed/track/03DafMcCW4Bx9RW8vqzhY2,spotify:track:03DafMcCW4Bx9RW8vqzhY2,0,S. P. Balasubrahmanyam,0.394,0.548,0.363,0.821,0.0,122.191,-9.396,0.0408,0.446,2
34171,Nossa Conversa,https://open.spotify.com/embed/track/5LMD7LjRhnBrDiTUVja4nG,spotify:track:5LMD7LjRhnBrDiTUVja4nG,55,Kell Smith,0.368,0.485,0.15,0.509,1.25e-05,65.481,-7.054,0.0351,0.106,2
34175,Manickyachirakulla Accoustic Version,https://open.spotify.com/embed/track/4gr1rKGgLU8LOCs6SPf1kN,spotify:track:4gr1rKGgLU8LOCs6SPf1kN,46,Devadutt Bijibal,0.491,0.266,0.22,0.96,0.0692,179.817,-10.372,0.0379,0.0964,2
34178,,https://open.spotify.com/embed/track/4Qj3r6jGmCBpyCFrd9rFcE,spotify:track:4Qj3r6jGmCBpyCFrd9rFcE,0,,0.548,0.478,0.401,0.588,0.0,142.376,-8.48,0.0346,0.0997,2
34179,ALL GIRLS ARE THE SAME,https://open.spotify.com/embed/track/0YGRqKKDhomTOp246LT11G,spotify:track:0YGRqKKDhomTOp246LT11G,70,RØNIN,0.785,0.343,0.468,0.593,0.0,118.065,-10.923,0.0862,0.103,2
34180,"Let it Go (From ""FROZEN"")",https://open.spotify.com/embed/track/1e6UTsGb6wSLBFpHA1aHwk,spotify:track:1e6UTsGb6wSLBFpHA1aHwk,22,The King's Singers,0.233,0.132,0.12,0.981,0.000471,95.011,-18.13,0.0335,0.116,2
34181,Love Again,https://open.spotify.com/embed/track/4eqO4esVROJogbHufw59o6,spotify:track:4eqO4esVROJogbHufw59o6,29,Dharmasoul,0.635,0.405,0.525,0.572,0.00767,137.67,-8.682,0.0407,0.444,2
34182,De Re Kanha Choli An Lugadi,https://open.spotify.com/embed/track/4sxoIwErQIxE9gIOA1GMOX,spotify:track:4sxoIwErQIxE9gIOA1GMOX,1,Lata Mangeshkar,0.436,0.329,0.599,0.968,0.0454,112.444,-12.701,0.0587,0.188,2
34188,Hari Hara Suthude,https://open.spotify.com/embed/track/1jpPIjWUtY65Qm9XhVRXbC,spotify:track:1jpPIjWUtY65Qm9XhVRXbC,0,N. Jayaram,0.624,0.58,0.865,0.701,1.95e-05,84.099,-7.168,0.0498,0.226,2
34191,Right Here,https://open.spotify.com/embed/track/2L7M2b2WZJkPSvPGy9BBmi,spotify:track:2L7M2b2WZJkPSvPGy9BBmi,30,Keller Williams,0.633,0.194,0.421,0.885,0.404,143.376,-14.543,0.0729,0.111,2
34193,Take This Job and Shove It,https://open.spotify.com/embed/track/4XbxeoBeQnwpsyJyZEMoWc,spotify:track:4XbxeoBeQnwpsyJyZEMoWc,56,Johnny Paycheck,0.764,0.455,0.707,0.562,1.61e-05,137.148,-10.336,0.0508,0.0756,2
34196,Les feuilles mortes,https://open.spotify.com/embed/track/3XqH3vtrR5gTkj1XxMcKIM,spotify:track:3XqH3vtrR5gTkj1XxMcKIM,25,Carré Bleu,0.46,0.268,0.42,0.707,0.1,110.811,-13.793,0.0357,0.144,2
34203,Tujhko Jo Paaya,https://open.spotify.com/embed/track/62kyw2ux2p0CZ7pKWtM6QO,spotify:track:62kyw2ux2p0CZ7pKWtM6QO,56,Pritam,0.598,0.236,0.413,0.845,0.0,149.839,-9.733,0.0363,0.109,2
34206,The Ice Queen,https://open.spotify.com/embed/track/5Jhl0KvkFWBRNzLdY2iq3J,spotify:track:5Jhl0KvkFWBRNzLdY2iq3J,30,Sue Foley,0.488,0.408,0.445,0.755,0.00123,151.088,-8.373,0.0433,0.198,2
34215,I'm Throwin' Up My Hand,https://open.spotify.com/embed/track/7Kf9LfrFRYdrgciYP5Yogb,spotify:track:7Kf9LfrFRYdrgciYP5Yogb,5,Rev. Gary Davis,0.49,0.187,0.733,0.98,0.265,144.255,-14.938,0.0383,0.101,2
34218,Chaudhvin Ka Chand Ho,https://open.spotify.com/embed/track/0NMHJgkmn6heDuxpL2brXX,spotify:track:0NMHJgkmn6heDuxpL2brXX,25,Mohammed Rafi,0.524,0.28,0.525,0.899,0.0,97.694,-7.078,0.0289,0.144,2
34222,Varugindran,https://open.spotify.com/embed/track/6PBZFKWrUKFDXSdD8TXJPq,spotify:track:6PBZFKWrUKFDXSdD8TXJPq,4,T. M. Soundararajan,0.566,0.631,0.93,0.815,0.00325,95.601,-8.309,0.0416,0.287,2
34225,Man To Man,https://open.spotify.com/embed/track/4C9DiRUDbryWo0FRjozaoo,spotify:track:4C9DiRUDbryWo0FRjozaoo,44,Dorian Electra,0.68,0.651,0.555,0.613,3.24e-06,91.993,-5.495,0.0404,0.111,2
34229,Aariro,https://open.spotify.com/embed/track/6Nrcc2kaZ5j0ZjLWNkh7YC,spotify:track:6Nrcc2kaZ5j0ZjLWNkh7YC,51,G. V. Prakash,0.609,0.384,0.553,0.814,0.0,140.041,-8.417,0.0284,0.0924,2
34230,Jindey Meriye (From Alll Rounder),https://open.spotify.com/embed/track/5ULjfarUcbADr5b3IO41PH,spotify:track:5ULjfarUcbADr5b3IO41PH,41,Jassie Gill,0.445,0.556,0.237,0.642,0.0,92.827,-8.169,0.0692,0.0711,2
34233,It's a Rough Ride We're On,https://open.spotify.com/embed/track/4b3axSuUQYp1I0Yfg5HKEV,spotify:track:4b3axSuUQYp1I0Yfg5HKEV,31,Berdon Kirksaether & the Twang Bar Kings,0.439,0.321,0.164,0.677,0.167,79.265,-13.172,0.0411,0.0447,2
34234,Silver Bells,https://open.spotify.com/embed/track/1DGVKHvSovt0RxmUbM3FTL,spotify:track:1DGVKHvSovt0RxmUbM3FTL,35,Lúc,0.607,0.27,0.282,0.838,0.0,129.612,-11.446,0.0319,0.145,2
34237,Calling the Star,https://open.spotify.com/embed/track/5zxqCejnJChTtrnut3FnPl,spotify:track:5zxqCejnJChTtrnut3FnPl,30,O.WHEN,0.463,0.268,0.261,0.782,0.0,72.02,-8.927,0.0289,0.103,2
34238,Bekhabar,https://open.spotify.com/embed/track/20H7gJ6egUmfOzQ00t5DEH,spotify:track:20H7gJ6egUmfOzQ00t5DEH,27,Deepanshi Nagar,0.482,0.512,0.474,0.801,0.000121,82.587,-13.245,0.0524,0.207,2
34242,Ka Uluwehi O Ke Kai,https://open.spotify.com/embed/track/2rM6AcX6kgljFsVYSplNdW,spotify:track:2rM6AcX6kgljFsVYSplNdW,24,Edith Kanaka'ole,0.634,0.398,0.742,0.623,0.0,111.922,-11.31,0.0312,0.124,2
34244,La Vida Entera (feat. Marco Antonio Solís),https://open.spotify.com/embed/track/73lcrkJKuPLoMWF0UnecCb,spotify:track:73lcrkJKuPLoMWF0UnecCb,62,Camila,0.406,0.366,0.231,0.654,0.0,132.619,-6.222,0.0293,0.0961,2
34247,Tan enamorados,https://open.spotify.com/embed/track/5kxol5m6MfiJgahqyzbDRH,spotify:track:5kxol5m6MfiJgahqyzbDRH,70,Ricardo Montaner,0.413,0.53,0.149,0.472,1.31e-06,138.68,-7.389,0.0326,0.158,2
34252,Guardi me,https://open.spotify.com/embed/track/2rhgFnHPj3MsLYRjDg1b64,spotify:track:2rhgFnHPj3MsLYRjDg1b64,35,LOU,0.612,0.574,0.191,0.56,0.0,94.953,-9.897,0.215,0.321,2
34254,Please Don’t Kiss Me,https://open.spotify.com/embed/track/53BNQYtpEJu1lmOVkYRWTL,spotify:track:53BNQYtpEJu1lmOVkYRWTL,40,Carla Bruni,0.69,0.192,0.224,0.93,0.000127,68.987,-14.07,0.0418,0.103,2
34257,Ondranavan,https://open.spotify.com/embed/track/0swSVkSkYQPzB3BNf9XLSL,spotify:track:0swSVkSkYQPzB3BNf9XLSL,21,K. B. Sundarambal,0.422,0.389,0.845,0.995,0.0,170.071,-9.852,0.108,0.273,2
