,name,url,uri,popularity,artist,danceability,energy,valence,acousticness,instrumentalness,tempo,loudness,speechiness,liveness,label
2,Something to Say,https://open.spotify.com/embed/track/5DvEC80DSVY64U1X5L2dmz,spotify:track:5DvEC80DSVY64U1X5L2dmz,37,Lydia Luce,0.452,0.299,0.196,0.816,0.016,88.903,-15.457,0.0328,0.112,2
10,Abide With Me,https://open.spotify.com/embed/track/7qPYEUXACuFdUyywP24ZvO,spotify:track:7qPYEUXACuFdUyywP24ZvO,44,Jeff Laine & Co,0.534,0.0574,0.292,0.912,0.118,60.892,-18.266,0.0354,0.108,2
13,After Rain,https://open.spotify.com/embed/track/4UHKXKM0MFPED9V05lgC8C,spotify:track:4UHKXKM0MFPED9V05lgC8C,24,Morgan Coleman Quintet,0.267,0.144,0.0683,0.947,0.221,88.973,-18.503,0.0321,0.286,2
16,One Little Feeling,https://open.spotify.com/embed/track/14G8DeuH1VjEA9FKaWvPDg,spotify:track:14G8DeuH1VjEA9FKaWvPDg,27,Caitlin Jemma,0.447,0.235,0.314,0.894,0.0376,146.15,-13.823,0.0318,0.199,2
18,Alone Again,https://open.spotify.com/embed/track/7itlSXJ0hJCaUiVrftOjQT,spotify:track:7itlSXJ0hJCaUiVrftOjQT,25,Franky Bones,0.787,0.346,0.61,0.722,6.68e-05,129.831,-13.601,0.134,0.517,2
22,LONGO MAÏ,https://open.spotify.com/embed/track/2SWTWV2RScEMsSzDKbEySm,spotify:track:2SWTWV2RScEMsSzDKbEySm,33,Enchantée Julia,0.787,0.476,0.645,0.848,0.000927,134.019,-10.499,0.084,0.139,2
23,"Vesperae solennes de confessore, K. 339: V. Laudate Dominum",https://open.spotify.com/embed/track/7aHOmybSL7OvujPad7cBDW,spotify:track:7aHOmybSL7OvujPad7cBDW,50,Wolfgang Amadeus Mozart,0.109,0.0414,0.0367,0.988,0.114,82.111,-25.91,0.0482,0.106,2
29,Come Home To Me,https://open.spotify.com/embed/track/2K8elWg8ihrZRwZJ7Gy6L3,spotify:track:2K8elWg8ihrZRwZJ7Gy6L3,60,LÉON,0.66,0.193,0.296,0.953,0.0,82.035,-8.904,0.0725,0.0953,2
30,"It's Been A Long, Long Time",https://open.spotify.com/embed/track/14TmAdCnF2aR5OoguGZ2JA,spotify:track:14TmAdCnF2aR5OoguGZ2JA,55,Louis Armstrong,0.635,0.379,0.653,0.772,0.0,95.144,-10.382,0.049,0.0631,2
36,Maracas,https://open.spotify.com/embed/track/5Cf8MCD6NcYvy8RQL2khAS,spotify:track:5Cf8MCD6NcYvy8RQL2khAS,67,Joan Sebastian,0.737,0.549,0.491,0.582,8.09e-06,93.445,-9.968,0.0957,0.236,2
40,Saranam Ayyappa,https://open.spotify.com/embed/track/6s144HiHmCjrL8BbBBYgcG,spotify:track:6s144HiHmCjrL8BbBBYgcG,29,Pradeep Kumar,0.789,0.274,0.607,0.82,0.000212,120.048,-12.191,0.0377,0.18,2
51,Black Leaves,https://open.spotify.com/embed/track/2pcZglQR5vcE8z09qLaQoV,spotify:track:2pcZglQR5vcE8z09qLaQoV,67,KIRBY,0.66,0.254,0.393,0.783,0.0,136.186,-9.643,0.0454,0.362,2
53,Unforgettable,https://open.spotify.com/embed/track/2MVQbDuhVs2muWFURtIdNb,spotify:track:2MVQbDuhVs2muWFURtIdNb,61,Natalie Cole,0.286,0.288,0.142,0.85,0.000138,85.691,-13.369,0.028,0.0798,2
55,Doctor Blues,https://open.spotify.com/embed/track/2kPvNhSNpdw8wyMd3KM1qE,spotify:track:2kPvNhSNpdw8wyMd3KM1qE,19,Alberta Adams,0.582,0.571,0.475,0.75,0.0,134.294,-2.904,0.0349,0.176,2
70,Sweet Little Angel,https://open.spotify.com/embed/track/14DtWZA10VU7PZLxM5vO6g,spotify:track:14DtWZA10VU7PZLxM5vO6g,29,Big Mama Thornton,0.627,0.488,0.523,0.707,0.000707,81.15,-4.905,0.0636,0.0817,2
86,Paralogamae En Sonthame,https://open.spotify.com/embed/track/3qKaV8KOU81EoxCVTt34TL,spotify:track:3qKaV8KOU81EoxCVTt34TL,31,Ps. Alwin Thomas,0.59,0.392,0.313,0.908,0.001,120.474,-7.986,0.0322,0.146,2
87,Grown-Up Christmas List,https://open.spotify.com/embed/track/1h9QQ7e222OSr93MRiMqGZ,spotify:track:1h9QQ7e222OSr93MRiMqGZ,46,Jordan Smith,0.327,0.223,0.172,0.932,0.0,109.568,-8.975,0.0336,0.192,2
89,Captain Pugwash,https://open.spotify.com/embed/track/4a5zLY9nQrQRe6rerly7tX,spotify:track:4a5zLY9nQrQRe6rerly7tX,1,Johnny Pearson,0.768,0.33,0.69,0.61,0.158,96.487,-11.432,0.296,0.0422,2
92,Volcán,https://open.spotify.com/embed/track/1eDK4TD4cNzCgLOzAxKvus,spotify:track:1eDK4TD4cNzCgLOzAxKvus,61,José José,0.547,0.414,0.359,0.528,2.02e-05,126.737,-10.489,0.0295,0.245,2
93,Keep It Clean,https://open.spotify.com/embed/track/60M98E0CkJgJUApaHdgEaO,spotify:track:60M98E0CkJgJUApaHdgEaO,33,Willie Watson,0.662,0.173,0.588,0.819,0.00145,144.156,-13.431,0.0409,0.139,2
97,"Bach, JS: Flute Sonata in B Minor, BWV 1030: II. Largo e dolce",https://open.spotify.com/embed/track/2NDy2v4hRRtdAlwz4rpEcG,spotify:track:2NDy2v4hRRtdAlwz4rpEcG,34,Johann Sebastian Bach,0.251,0.0627,0.116,0.97,0.0355,131.874,-22.505,0.0421,0.0468,2
103,Key Largo,https://open.spotify.com/embed/track/4G14XbZpRGNcMTpxwRHrB2,spotify:track:4G14XbZpRGNcMTpxwRHrB2,32,Bertie Higgins,0.556,0.522,0.322,0.71,0.0,101.737,-9.016,0.0358,0.126,2
110,Elenore,https://open.spotify.com/embed/track/5duIvffaGWg0bJAT9czEuZ,spotify:track:5duIvffaGWg0bJAT9czEuZ,54,Sultan + Shepard,0.588,0.718,0.157,0.824,0.336,121.964,-7.925,0.035,0.092,2
111,Awari,https://open.spotify.com/embed/track/7IEww1rwWe1scos6rarOYh,spotify:track:7IEww1rwWe1scos6rarOYh,57,Adnan Dhool,0.322,0.515,0.16,0.668,5.01e-06,149.912,-6.908,0.0341,0.0907,2
115,"Hold On (From ""Dear Edward"")",https://open.spotify.com/embed/track/39YmS0tsTXHloxBgU3sYf9,spotify:track:39YmS0tsTXHloxBgU3sYf9,57,Lizzy McAlpine,0.446,0.279,0.319,0.855,0.000158,86.252,-10.719,0.0326,0.0674,2
116,Kadhal Kavithaigal,https://open.spotify.com/embed/track/2VNsIpwEBYJ1feER0uo19d,spotify:track:2VNsIpwEBYJ1feER0uo19d,47,S. P. Balasubrahmanyam,0.766,0.381,0.824,0.856,5.67e-05,90.944,-10.769,0.0407,0.086,2
119,Warned You,https://open.spotify.com/embed/track/3GahMRXI3rL2JVeSLZBRnF,spotify:track:3GahMRXI3rL2JVeSLZBRnF,66,Good Morning,0.535,0.209,0.515,0.668,0.14,137.889,-16.402,0.0257,0.129,2
120,That's All,https://open.spotify.com/embed/track/53VuyKap8WiDjkrtm5d4h3,spotify:track:53VuyKap8WiDjkrtm5d4h3,54,Ben Webster,0.483,0.126,0.388,0.888,0.000135,79.656,-13.156,0.0583,0.112,2
124,Ham Hain Rahi Pyar Ke,https://open.spotify.com/embed/track/21KLl43JhFp0UPZSssfm3E,spotify:track:21KLl43JhFp0UPZSssfm3E,23,Kishore Kumar,0.437,0.338,0.74,0.964,0.00706,109.009,-10.077,0.0435,0.47,2
131,Mystery,https://open.spotify.com/embed/track/5osOZa0RijrAylQbDyjq2C,spotify:track:5osOZa0RijrAylQbDyjq2C,25,Otis Ubaka,0.526,0.498,0.427,0.508,0.00227,78.901,-7.738,0.0361,0.2,2
135,Yahova Na Mora,https://open.spotify.com/embed/track/103vRJkxnF7QKrexgHNUxL,spotify:track:103vRJkxnF7QKrexgHNUxL,35,Sudha & Revathi,0.667,0.467,0.423,0.5,0.00013,93.985,-8.11,0.0263,0.112,2
137,Arrivederci Roma,https://open.spotify.com/embed/track/5hFzGBJ7nhYHg8IZ5oTYdu,spotify:track:5hFzGBJ7nhYHg8IZ5oTYdu,38,Sergio Franchi,0.418,0.154,0.247,0.936,0.000253,114.655,-15.705,0.0384,0.132,2
140,Mantra Pushpam,https://open.spotify.com/embed/track/0YzsE28lA7DK9vdop1GhX8,spotify:track:0YzsE28lA7DK9vdop1GhX8,33,Seven,0.507,0.416,0.537,0.802,0.0,92.137,-8.978,0.0553,0.12,2
141,Ravamma Mahalakshmi,https://open.spotify.com/embed/track/4ClbkqkuNWG1H30bci0VEq,spotify:track:4ClbkqkuNWG1H30bci0VEq,9,Kammori Sahodarimanalu,0.564,0.414,0.671,0.742,1.22e-06,82.702,-7.896,0.0487,0.352,2
142,Mate Rani,https://open.spotify.com/embed/track/6wNOBns27jTxzjf6n9mQIP,spotify:track:6wNOBns27jTxzjf6n9mQIP,50,S. P. Balasubrahmanyam,0.809,0.403,0.814,0.971,0.000336,141.417,-10.585,0.178,0.0762,2
143,Estar enamorado,https://open.spotify.com/embed/track/2vh3jeYAeR50YuigR7mGwo,spotify:track:2vh3jeYAeR50YuigR7mGwo,55,Raphael,0.646,0.487,0.733,0.584,0.0,141.762,-9.733,0.118,0.171,2
150,Sakit,https://open.spotify.com/embed/track/2rAJy2WSlQOINaWi0kydkr,spotify:track:2rAJy2WSlQOINaWi0kydkr,49,Zynakal,0.775,0.371,0.365,0.788,0.0,128.049,-9.271,0.0445,0.267,2
152,Rose Senza Spine,https://open.spotify.com/embed/track/2XJc9OFlT2gWcieSgxlfHP,spotify:track:2XJc9OFlT2gWcieSgxlfHP,18,Heartman,0.642,0.45,0.929,0.772,0.0,89.844,-6.815,0.0862,0.12,2
156,My Funny Valentine - Rudy Van Gelder Remaster 2007,https://open.spotify.com/embed/track/4Ti7XXjHWi4P3ygJ1GAZMn,spotify:track:4Ti7XXjHWi4P3ygJ1GAZMn,45,Miles Davis Quintet,0.517,0.125,0.302,0.94,0.00118,69.433,-13.796,0.0402,0.127,2
158,Aarti Shree Radha Raman Ki,https://open.spotify.com/embed/track/1ojdLWWOgcLQOerismnLw4,spotify:track:1ojdLWWOgcLQOerismnLw4,23,Anuradha Paudwal,0.478,0.735,0.456,0.564,0.0,80.221,-3.679,0.0523,0.0449,2
165,Samjhawan - Lofi Flip,https://open.spotify.com/embed/track/1KPAtV3E11Y3pbnzUOtO0d,spotify:track:1KPAtV3E11Y3pbnzUOtO0d,61,KSW,0.58,0.418,0.168,0.453,0.00151,107.031,-10.307,0.0295,0.28,2
166,Var Dhagala Lagali Kal,https://open.spotify.com/embed/track/4aFsnt8uS8COfobFFEWRV9,spotify:track:4aFsnt8uS8COfobFFEWRV9,7,Mahendra Kapoor,0.308,0.595,0.755,0.727,1.07e-06,172.139,-11.512,0.135,0.117,2
168,Mudhar Pillai,https://open.spotify.com/embed/track/5IZvLfFpfITrrOaneVxRH8,spotify:track:5IZvLfFpfITrrOaneVxRH8,14,Sirkazhi Govindarajan,0.596,0.722,0.858,0.978,0.0142,91.491,-6.748,0.0604,0.298,2
170,Summertime Whiskey,https://open.spotify.com/embed/track/5k9Y1Wfel4xoGgUMAm6tsZ,spotify:track:5k9Y1Wfel4xoGgUMAm6tsZ,47,Oliver Hazard,0.501,0.379,0.28,0.732,0.0,137.528,-9.622,0.0442,0.109,2
172,Aankh Hai Bhari Bhari Aur Tum 2.0,https://open.spotify.com/embed/track/7IJxDbWdAAkB4sojcKqZv3,spotify:track:7IJxDbWdAAkB4sojcKqZv3,50,Rahul Vaidya,0.621,0.528,0.354,0.587,0.000121,144.028,-8.25,0.0279,0.133,2
177,Indrayani Kathi,https://open.spotify.com/embed/track/51pV8hYbjNPTf0bkm3lgKm,spotify:track:51pV8hYbjNPTf0bkm3lgKm,5,Jayateerth Mevundi,0.326,0.555,0.516,0.834,1.55e-06,157.718,-5.666,0.0554,0.114,2
179,Krishna Gopala,https://open.spotify.com/embed/track/4Y8pIPfzTliuDi4dzgW05V,spotify:track:4Y8pIPfzTliuDi4dzgW05V,48,Bhoomi Trivedi,0.655,0.515,0.209,0.564,2.31e-05,124.04,-7.567,0.0592,0.137,2
182,Lego House,https://open.spotify.com/embed/track/5ubHAQtKuFfiG4FXfLP804,spotify:track:5ubHAQtKuFfiG4FXfLP804,72,Ed Sheeran,0.592,0.637,0.565,0.562,0.0,159.701,-8.48,0.0992,0.13,2
184,Winter Theater,https://open.spotify.com/embed/track/60nU1fMu2yelgc1TN83Eop,spotify:track:60nU1fMu2yelgc1TN83Eop,19,cylinder,0.62,0.242,0.296,0.894,0.0108,113.978,-13.815,0.0304,0.139,2
193,Taking a Chance on Love,https://open.spotify.com/embed/track/1ahnyRMBhh9H9d8v8JIyYF,spotify:track:1ahnyRMBhh9H9d8v8JIyYF,42,V. Duke,0.532,0.423,0.664,0.785,0.0,172.225,-6.742,0.0924,0.12,2
197,Tuka Aakasha Evadha,https://open.spotify.com/embed/track/7tg6h1lcpjWIOgOyL86H2A,spotify:track:7tg6h1lcpjWIOgOyL86H2A,16,Bhimsen Joshi,0.407,0.491,0.721,0.926,0.34,101.512,-12.992,0.0443,0.453,2
201,Besabriyaan,https://open.spotify.com/embed/track/0pWcUM0z72DhTW7j0fa0QM,spotify:track:0pWcUM0z72DhTW7j0fa0QM,59,Armaan Malik,0.338,0.459,0.32,0.533,1.33e-05,81.203,-8.827,0.027,0.22,2
203,Gimme Love,https://open.spotify.com/embed/track/5jSBnH9NyaNP5zdSB3pwgu,spotify:track:5jSBnH9NyaNP5zdSB3pwgu,64,Joji,0.484,0.632,0.0736,0.695,0.0243,126.384,-6.917,0.0976,0.209,2
205,"I Can't Write Left-Handed - Live at Carnegie Hall, New York, NY - October 1972",https://open.spotify.com/embed/track/4u5caeri2MC9V32n9OBuZT,spotify:track:4u5caeri2MC9V32n9OBuZT,43,Bill Withers,0.506,0.24,0.514,0.856,1.42e-06,73.666,-14.163,0.0298,0.666,2
206,What A Strange Time To Be Alive,https://open.spotify.com/embed/track/0mmapJXijQcLERMo1t747B,spotify:track:0mmapJXijQcLERMo1t747B,29,Early James,0.657,0.384,0.338,0.682,0.0,63.403,-8.356,0.0288,0.0836,2
218,Baarish,https://open.spotify.com/embed/track/6ABHr8kYCws5z6gC9Lwith,spotify:track:6ABHr8kYCws5z6gC9Lwith,64,Mohammed Irfan,0.443,0.447,0.215,0.768,0.0,127.395,-7.895,0.0356,0.2,2
221,Carol Of The Bells,https://open.spotify.com/embed/track/3vjZ6PHJ6QOLHjo1P1K3re,spotify:track:3vjZ6PHJ6QOLHjo1P1K3re,19,Donald Lawrence,0.312,0.4,0.247,0.866,0.0,138.618,-8.989,0.0361,0.266,2
222,If I Love Again - 2007 Digital Remaster/Rudy Van Gelder Edition,https://open.spotify.com/embed/track/79G0U4pmuiCdxPdOym0REw,spotify:track:79G0U4pmuiCdxPdOym0REw,24,Thad Jones,0.487,0.471,0.579,0.508,0.00663,117.177,-10.527,0.0375,0.162,2
227,Vanajaksha (Varnam),https://open.spotify.com/embed/track/4WrK20iE8PiiGEVR9KZ9So,spotify:track:4WrK20iE8PiiGEVR9KZ9So,11,Gayathri Venkataraghavan,0.402,0.664,0.649,0.757,0.0,133.626,-8.34,0.131,0.228,2
250,bury a friend,https://open.spotify.com/embed/track/4SSnFejRGlZikf02HLewEF,spotify:track:4SSnFejRGlZikf02HLewEF,74,Billie Eilish,0.905,0.389,0.196,0.74,0.162,120.046,-14.505,0.332,0.106,2
256,Vamos a Darnos Tiempo,https://open.spotify.com/embed/track/4hsISengUD6beOi6kUIcXl,spotify:track:4hsISengUD6beOi6kUIcXl,68,José José,0.384,0.327,0.175,0.823,0.0,147.667,-10.631,0.0357,0.164,2
261,Hold Me,https://open.spotify.com/embed/track/2FyKNGjjdGFY26MODQcR8s,spotify:track:2FyKNGjjdGFY26MODQcR8s,38,shiv,0.605,0.456,0.478,0.429,0.0,87.203,-9.882,0.374,0.135,2
262,Walk Right Up to the Sun,https://open.spotify.com/embed/track/0YkyLCW2dNHZFRjNbrrwkK,spotify:track:0YkyLCW2dNHZFRjNbrrwkK,30,The Delfonics,0.377,0.46,0.483,0.812,9.02e-06,143.583,-10.227,0.0328,0.203,2
268,Tu Aisa Kaise Hai?,https://open.spotify.com/embed/track/7eadaD2SBArRbebB9CP70X,spotify:track:7eadaD2SBArRbebB9CP70X,50,Osho Jain,0.731,0.143,0.452,0.843,3e-05,111.881,-16.589,0.0334,0.308,2
277,Bloom,https://open.spotify.com/embed/track/3CCdB5O63mIOTUv0yAuEWZ,spotify:track:3CCdB5O63mIOTUv0yAuEWZ,34,Ailbhe Reddy,0.453,0.138,0.189,0.912,0.00093,105.969,-12.298,0.0305,0.0633,2
279,The Kids Are All Dying,https://open.spotify.com/embed/track/0BNmGdxb8St6XZF4kYAQsX,spotify:track:0BNmGdxb8St6XZF4kYAQsX,54,FINNEAS,0.731,0.356,0.421,0.61,0.0,137.661,-8.196,0.113,0.152,2
280,Kab Tak Dil Ki Khair,https://open.spotify.com/embed/track/6NwTWqMEpwJZrrdRN1hzRg,spotify:track:6NwTWqMEpwJZrrdRN1hzRg,0,Pankaj Udhas,0.647,0.408,0.532,0.876,0.0347,79.994,-8.213,0.0385,0.116,2
282,Về thăm quê mình,https://open.spotify.com/embed/track/1PHO7bbDbwyoF5sXd8jWet,spotify:track:1PHO7bbDbwyoF5sXd8jWet,16,Truong Vu,0.356,0.44,0.347,0.69,1.66e-05,168.175,-8.892,0.0292,0.18,2
285,Raga Kirwani - Alap Gat - Teental,https://open.spotify.com/embed/track/2Gq5kWJ1NRufo0QOfVyGTj,spotify:track:2Gq5kWJ1NRufo0QOfVyGTj,12,Iqubal Huein,0.446,0.597,0.357,0.649,0.498,150.591,-11.449,0.0513,0.275,2
286,Ma l'amore no,https://open.spotify.com/embed/track/5drSJDJ0IiWmwKiosUskqK,spotify:track:5drSJDJ0IiWmwKiosUskqK,37,Alberto Rabagliati,0.427,0.223,0.357,0.984,0.0035,86.708,-13.138,0.0421,0.138,2
287,A Banca do Distinto,https://open.spotify.com/embed/track/7kM9MuAIlRY3h0I8JnO68F,spotify:track:7kM9MuAIlRY3h0I8JnO68F,33,Walker Lahmann,0.538,0.367,0.543,0.77,0.000173,154.724,-15.346,0.0942,0.114,2
289,Shake Hands With The Devil,https://open.spotify.com/embed/track/6N9EEC8c1I4X8FRMmyN4cu,spotify:track:6N9EEC8c1I4X8FRMmyN4cu,16,Kenny Parker,0.472,0.479,0.619,0.417,0.00519,113.607,-14.961,0.0338,0.0762,2
293,Baitikochi Chuste,https://open.spotify.com/embed/track/7MtXu7mXRMdICKyTOb8CuR,spotify:track:7MtXu7mXRMdICKyTOb8CuR,58,Anirudh Ravichander,0.588,0.443,0.642,0.583,0.0,89.749,-6.197,0.0694,0.136,2
296,L'ombre et la lumière,https://open.spotify.com/embed/track/7yzUHiCgF7JOzJOFE0Bnpd,spotify:track:7yzUHiCgF7JOzJOFE0Bnpd,53,Coralie Clement,0.73,0.545,0.491,0.585,0.0154,137.166,-10.644,0.0581,0.127,2
297,B61,https://open.spotify.com/embed/track/6KbnuJlqf7xp0QUClw8ben,spotify:track:6KbnuJlqf7xp0QUClw8ben,40,Aoife O'Donovan,0.48,0.198,0.162,0.815,0.00275,137.863,-16.495,0.04,0.12,2
313,saving grace,https://open.spotify.com/embed/track/77Ar4sZAFYg3He4ZjgLXHM,spotify:track:77Ar4sZAFYg3He4ZjgLXHM,37,calle de phnk,0.712,0.512,0.494,0.817,0.557,134.018,-9.194,0.0363,0.21,2
315,Janiyancha Raja Guru Maharaj,https://open.spotify.com/embed/track/7338BUUIcB6pjDltHLwX1N,spotify:track:7338BUUIcB6pjDltHLwX1N,4,Bhimsen Joshi,0.22,0.311,0.428,0.96,0.24,77.435,-15.64,0.0363,0.137,2
317,Deepest Noise,https://open.spotify.com/embed/track/4i564XRLtCHgVcOCLHbGsX,spotify:track:4i564XRLtCHgVcOCLHbGsX,63,BCCF,0.0853,0.383,0.0239,0.616,0.0175,86.341,-34.751,0.068,0.112,2
321,Dumb Mê - Acoustic Version,https://open.spotify.com/embed/track/6mR3aPF7A0VoFrm5acTMXq,spotify:track:6mR3aPF7A0VoFrm5acTMXq,13,Haisam,0.756,0.369,0.83,0.706,1.42e-06,142.103,-15.345,0.491,0.135,2
323,One Fine Day With You,https://open.spotify.com/embed/track/32e2YSUw3hsSb9DXWntx0T,spotify:track:32e2YSUw3hsSb9DXWntx0T,17,Taeko Onuki,0.834,0.458,0.665,0.726,0.307,111.98,-12.146,0.035,0.12,2
326,Your Eyes,https://open.spotify.com/embed/track/5pebgx4IJ5YvZH2sYOHDRf,spotify:track:5pebgx4IJ5YvZH2sYOHDRf,72,Barney Sku,0.691,0.281,0.349,0.778,0.00734,129.845,-12.504,0.0338,0.291,2
327,The Heartache Can Wait,https://open.spotify.com/embed/track/6uwO0dWvF6q89BJOf8nNh8,spotify:track:6uwO0dWvF6q89BJOf8nNh8,21,Brandi Carlile,0.489,0.127,0.176,0.956,0.00091,137.222,-11.875,0.037,0.0733,2
329,Baanali Badalago,https://open.spotify.com/embed/track/2iAReo5L21EcuI5Uh4xsy3,spotify:track:2iAReo5L21EcuI5Uh4xsy3,44,Sonu Nigam,0.597,0.525,0.47,0.479,0.0,119.954,-6.663,0.0375,0.132,2
333,Gokulathil Orunal,https://open.spotify.com/embed/track/0KUBgcWVSnkBQ48t1jKY5e,spotify:track:0KUBgcWVSnkBQ48t1jKY5e,28,P. Susheela,0.472,0.39,0.776,0.922,0.000351,88.622,-12.357,0.0316,0.132,2
336,Forever and Then Some,https://open.spotify.com/embed/track/2JCkZhTXY187fNi9aIPzHQ,spotify:track:2JCkZhTXY187fNi9aIPzHQ,33,Lillie Mae,0.586,0.607,0.459,0.457,0.271,98.09,-11.115,0.0338,0.116,2
337,Opaque,https://open.spotify.com/embed/track/4u5mFoRNJAOP1h2MedgInP,spotify:track:4u5mFoRNJAOP1h2MedgInP,39,Johanna Linnea Jakobsson,0.468,0.118,0.174,0.904,0.000734,116.303,-13.048,0.0348,0.139,2
345,Remember - 1999/ Remastered,https://open.spotify.com/embed/track/2BhU0Hl5OatWiCW93pE2b8,spotify:track:2BhU0Hl5OatWiCW93pE2b8,47,Hank Mobley,0.539,0.403,0.699,0.794,0.000613,165.301,-9.168,0.0531,0.278,2
347,Maruvadhu Maruvadhu,https://open.spotify.com/embed/track/6NqrteVQ7Ij2NopdraXhnE,spotify:track:6NqrteVQ7Ij2NopdraXhnE,36,Jessy Raj Paul,0.221,0.509,0.132,0.632,0.000186,182.94,-8.862,0.0411,0.19,2
349,Penance,https://open.spotify.com/embed/track/4jJsIHgePHhMHSa6J6P9ZB,spotify:track:4jJsIHgePHhMHSa6J6P9ZB,28,Lord Gasp,0.45,0.296,0.246,0.757,0.00121,169.809,-12.001,0.0723,0.0856,2
361,Dealin' With the Devil,https://open.spotify.com/embed/track/5dpxVXiKhjGehNkEvII5vS,spotify:track:5dpxVXiKhjGehNkEvII5vS,29,Muddy Waters,0.365,0.713,0.324,0.597,2.07e-05,82.434,-6.984,0.114,0.971,2
370,Chupke Se,https://open.spotify.com/embed/track/2F3MfkMgCaUypuEKyvbUzq,spotify:track:2F3MfkMgCaUypuEKyvbUzq,54,A.R. Rahman,0.739,0.35,0.456,0.378,0.0,103.988,-14.784,0.04,0.0683,2
373,Blind,https://open.spotify.com/embed/track/2CSRrnOEELmhpq8iaAi9cd,spotify:track:2CSRrnOEELmhpq8iaAi9cd,83,SZA,0.461,0.279,0.599,0.911,0.0,114.225,-11.776,0.0373,0.205,2
377,From Paris With Love - Single Version,https://open.spotify.com/embed/track/5mw9Ox2dKksNDip74o6hU2,spotify:track:5mw9Ox2dKksNDip74o6hU2,51,Melody Gardot,0.196,0.301,0.171,0.308,0.0224,171.911,-11.596,0.0304,0.125,2
382,Simula,https://open.spotify.com/embed/track/4ItjaAW8vi55Ne4Jrw0qJk,spotify:track:4ItjaAW8vi55Ne4Jrw0qJk,46,Emman,0.629,0.481,0.44,0.461,0.000823,135.865,-11.471,0.0826,0.676,2
385,Sleepless in Seattle,https://open.spotify.com/embed/track/1JEjCzwE9viGiRyewkcWy9,spotify:track:1JEjCzwE9viGiRyewkcWy9,44,Noah Gundersen,0.378,0.195,0.356,0.673,0.00254,93.071,-12.423,0.03,0.101,2
394,You And Me,https://open.spotify.com/embed/track/39FFlqltctkj6vkIcVgkec,spotify:track:39FFlqltctkj6vkIcVgkec,58,Penny & The Quarters,0.578,0.178,0.256,0.946,8.65e-06,111.555,-7.812,0.033,0.121,2
396,"Ketchum, ID",https://open.spotify.com/embed/track/2HbDLvUR0SA1o9BDMAqqNM,spotify:track:2HbDLvUR0SA1o9BDMAqqNM,55,boygenius,0.393,0.104,0.214,0.908,0.0,117.851,-12.154,0.0339,0.389,2
405,Bruises,https://open.spotify.com/embed/track/5kUqU9uLc98ndpJiqieN8K,spotify:track:5kUqU9uLc98ndpJiqieN8K,70,Reneé Rapp,0.496,0.345,0.151,0.728,0.0,180.719,-7.893,0.15,0.0687,2
407,Toes,https://open.spotify.com/embed/track/754wVXWrtf1X3ZHQOFFsnR,spotify:track:754wVXWrtf1X3ZHQOFFsnR,58,Glass Animals,0.639,0.347,0.247,0.406,0.000268,72.978,-12.322,0.0421,0.215,2
408,Fallen - Bonus Track,https://open.spotify.com/embed/track/3W1m2Kblq81MXRc7NiF91e,spotify:track:3W1m2Kblq81MXRc7NiF91e,54,Lauren Wood,0.719,0.398,0.768,0.681,0.000486,112.873,-12.228,0.0305,0.0576,2
411,Lone Poet (Aeri Aali),https://open.spotify.com/embed/track/7vm4uByBujMi734s6LO3hm,spotify:track:7vm4uByBujMi734s6LO3hm,28,Shashwat Sachdev,0.631,0.538,0.11,0.438,0.000391,91.009,-10.944,0.0362,0.102,2
414,I'm Weak for You (feat. Teddy Pendergrass),https://open.spotify.com/embed/track/5wEMmtXZqeURq0OcTrsTlE,spotify:track:5wEMmtXZqeURq0OcTrsTlE,21,Harold Melvin & The Blue Notes,0.38,0.556,0.447,0.666,1.89e-05,181.366,-7.862,0.0464,0.506,2
417,Only You,https://open.spotify.com/embed/track/5pzjzjlcEjiMdFgKZhI6fz,spotify:track:5pzjzjlcEjiMdFgKZhI6fz,26,SOYOU,0.491,0.405,0.212,0.781,0.0,127.742,-6.334,0.0326,0.11,2
422,Please Be Kind,https://open.spotify.com/embed/track/31Av0tiBUfxZhagZ5hZDIS,spotify:track:31Av0tiBUfxZhagZ5hZDIS,37,Peggy Lee,0.201,0.228,0.0863,0.954,0.0189,78.326,-14.509,0.0332,0.112,2
423,Luka Chuppi,https://open.spotify.com/embed/track/500H9ENeR5AYbKU1ScK6ME,spotify:track:500H9ENeR5AYbKU1ScK6ME,58,A.R. Rahman,0.601,0.441,0.202,0.645,1.08e-06,103.862,-8.946,0.0285,0.0986,2
424,"Christmas, Love, and You",https://open.spotify.com/embed/track/7Inmp1hBrwS1PnV0zCxYwX,spotify:track:7Inmp1hBrwS1PnV0zCxYwX,19,Will Downing,0.643,0.484,0.508,0.638,0.00108,81.032,-8.679,0.0327,0.151,2
427,Hold On,https://open.spotify.com/embed/track/5tqZJUHEuqdN12RZVq2l9p,spotify:track:5tqZJUHEuqdN12RZVq2l9p,66,The Internet,0.7,0.414,0.444,0.849,0.0606,60.479,-10.864,0.0373,0.107,2
429,Next to You,https://open.spotify.com/embed/track/3MwHZDGwAR8RjZZBriBqmx,spotify:track:3MwHZDGwAR8RjZZBriBqmx,68,John Vincent III,0.443,0.419,0.0719,0.633,0.00183,132.204,-7.975,0.0321,0.404,2
