,name,url,uri,popularity,artist,danceability,energy,valence,acousticness,instrumentalness,tempo,loudness,speechiness,liveness,label
3,Die For You - Sped Up,https://open.spotify.com/embed/track/4LR9G3Vr27KaqrNm9aymBq,spotify:track:4LR9G3Vr27KaqrNm9aymBq,68,The Weeknd,0.556,0.543,0.431,0.0985,0.0,77.787,-6.808,0.131,0.186,3
4,Do Or Die (feat. Nathan James),https://open.spotify.com/embed/track/3LghS5iipA13F5iOJ8j0Gi,spotify:track:3LghS5iipA13F5iOJ8j0Gi,43,Sophie Lloyd,0.431,0.977,0.285,3.74e-05,1.86e-05,75.02,-4.208,0.11,0.0934,3
5,The Spectre,https://open.spotify.com/embed/track/2DGa7iaidT5s0qnINlwMjJ,spotify:track:2DGa7iaidT5s0qnINlwMjJ,71,Alan Walker,0.654,0.711,0.198,0.0214,0.00191,127.957,-7.437,0.0383,0.0903,3
9,ZIGZAG (feat. Alice Wonder),https://open.spotify.com/embed/track/71E5TGusp7CNoO3hkjiIUx,spotify:track:71E5TGusp7CNoO3hkjiIUx,27,GOMZ,0.661,0.34,0.224,0.279,0.000182,165.93,-11.21,0.106,0.128,3
12,High on Me,https://open.spotify.com/embed/track/4foH9ND72k3puEzoiHb1z8,spotify:track:4foH9ND72k3puEzoiHb1z8,55,Saliva,0.53,0.872,0.46,0.000194,0.00231,95.038,-6.203,0.0704,0.294,3
17,Into The Mystery,https://open.spotify.com/embed/track/7zUgIo1qgHuJ3LmeFxmqiN,spotify:track:7zUgIo1qgHuJ3LmeFxmqiN,52,NEEDTOBREATHE,0.405,0.633,0.273,0.00188,0.00864,169.989,-7.646,0.0285,0.236,3
19,Won’t Stand Down,https://open.spotify.com/embed/track/6hIr2IDeBDXfRFk0rYe5Tz,spotify:track:6hIr2IDeBDXfRFk0rYe5Tz,55,Muse,0.514,0.882,0.424,0.0043,2.52e-06,104.85,-4.406,0.0862,0.156,3
24,Thaalelo,https://open.spotify.com/embed/track/3ToI0B1j3IvPfr94FKB2sP,spotify:track:3ToI0B1j3IvPfr94FKB2sP,23,Chinmayi,0.381,0.583,0.367,0.322,0.00177,134.919,-9.057,0.0396,0.0929,3
31,City Of Love,https://open.spotify.com/embed/track/4mUJ5LUrEYm12deebNCZSA,spotify:track:4mUJ5LUrEYm12deebNCZSA,57,Surf Mesa,0.694,0.813,0.462,0.286,0.00071,123.992,-5.466,0.0785,0.127,3
32,Ojos Cerrados,https://open.spotify.com/embed/track/4qTncV5AzPvi7lo3Sb1MiM,spotify:track:4qTncV5AzPvi7lo3Sb1MiM,46,Natalie López,0.631,0.569,0.362,0.296,0.0,139.885,-6.134,0.0253,0.133,3
34,99 Red Balloons,https://open.spotify.com/embed/track/0rOTMSSa6yscfOrGnzfheM,spotify:track:0rOTMSSa6yscfOrGnzfheM,62,Goldfinger,0.285,0.843,0.282,0.00103,0.00037,97.051,-7.318,0.129,0.327,3
38,Double Back,https://open.spotify.com/embed/track/14DK4oWkwJVvzWZxWAGgrd,spotify:track:14DK4oWkwJVvzWZxWAGgrd,47,Coco Jones,0.687,0.54,0.152,0.22,0.0,80.019,-5.733,0.0741,0.133,3
39,Best Is Yet To Come (with Kyle Reynolds),https://open.spotify.com/embed/track/2gZwBmkSmsVfEPFWGuWTDk,spotify:track:2gZwBmkSmsVfEPFWGuWTDk,60,Gryffin,0.569,0.85,0.551,0.0148,0.0,122.042,-3.914,0.0369,0.245,3
47,Forever Yours,https://open.spotify.com/embed/track/16pngF7qRDnAkXt2FMuUdl,spotify:track:16pngF7qRDnAkXt2FMuUdl,41,Nightwish,0.192,0.372,0.039,0.114,1.37e-05,168.103,-11.449,0.0308,0.181,3
50,Kudukku,https://open.spotify.com/embed/track/3QRSs8nzHXXvcQjdnx0CsJ,spotify:track:3QRSs8nzHXXvcQjdnx0CsJ,60,Shaan Rahman,0.742,0.673,0.437,0.197,0.0,143.811,-8.048,0.0546,0.316,3
52,GILA GILA,https://open.spotify.com/embed/track/3LSALxSMhVUQoGN2zwxy1n,spotify:track:3LSALxSMhVUQoGN2zwxy1n,51,Awich,0.854,0.789,0.443,0.0307,0.0,132.02,-5.996,0.217,0.307,3
54,No Te Vayas,https://open.spotify.com/embed/track/587xp1Yt8CAPzbHsAuN5nD,spotify:track:587xp1Yt8CAPzbHsAuN5nD,42,Carlos Vives,0.622,0.923,0.539,0.0434,0.0,95.977,-3.321,0.0519,0.17,3
63,Ship Ahoy,https://open.spotify.com/embed/track/5GTd3l7ShrGaziT7kvnNnj,spotify:track:5GTd3l7ShrGaziT7kvnNnj,25,The O'Jays,0.51,0.747,0.384,0.381,0.00014,135.706,-9.985,0.149,0.878,3
65,circle the drain,https://open.spotify.com/embed/track/2drtd6SptpMJ1KylMQ7mrE,spotify:track:2drtd6SptpMJ1KylMQ7mrE,57,Soccer Mommy,0.482,0.79,0.47,0.303,0.00028,169.064,-5.221,0.038,0.1,3
69,AURA,https://open.spotify.com/embed/track/4jP982FpZoDv729D0X8BiN,spotify:track:4jP982FpZoDv729D0X8BiN,42,WJSN,0.773,0.793,0.47,0.193,0.0,119.969,-2.971,0.14,0.0719,3
73,Lost,https://open.spotify.com/embed/track/373gDROnujxNTFa1FojYIl,spotify:track:373gDROnujxNTFa1FojYIl,84,Linkin Park,0.596,0.798,0.459,0.00412,0.0,105.01,-4.63,0.0285,0.338,3
77,Está Bien,https://open.spotify.com/embed/track/7nNJjT0i00WGlpp4ELLEky,spotify:track:7nNJjT0i00WGlpp4ELLEky,36,DLD,0.605,0.838,0.531,0.000278,0.000416,120.047,-3.578,0.0282,0.31,3
78,Children of the Sun,https://open.spotify.com/embed/track/6rCp71jUgFxbGNsBqjLZpr,spotify:track:6rCp71jUgFxbGNsBqjLZpr,40,Judas Priest,0.406,0.775,0.459,8.23e-05,0.078,90.082,-7.152,0.0271,0.0615,3
79,Blackberry Sap,https://open.spotify.com/embed/track/2MajsZJ85B49Rt1KWhu4P7,spotify:track:2MajsZJ85B49Rt1KWhu4P7,50,Prem Dhillon,0.508,0.644,0.302,0.0336,0.0,94.113,-7.071,0.224,0.312,3
88,Run This Town,https://open.spotify.com/embed/track/7LR85XLWw2yXqKBSI5brbG,spotify:track:7LR85XLWw2yXqKBSI5brbG,80,JAY-Z,0.632,0.924,0.441,0.281,0.0,86.844,-1.802,0.29,0.263,3
90,Nowhere to Go - The Acoustic Live Session,https://open.spotify.com/embed/track/6pFsQ19Z0sWeRSQn1VixmQ,spotify:track:6pFsQ19Z0sWeRSQn1VixmQ,34,Hurricane Love,0.429,0.667,0.504,0.43,0.0,132.386,-6.912,0.0512,0.145,3
100,Crushed Velvet,https://open.spotify.com/embed/track/0OZu6gbkQRc6fNgtvpAB7q,spotify:track:0OZu6gbkQRc6fNgtvpAB7q,41,Yves Tumor,0.59,0.852,0.429,0.00657,0.00209,120.047,-5.992,0.0392,0.238,3
107,Ecstasy Of Soul,https://open.spotify.com/embed/track/1E0CZWim9mfwrCkXvieES8,spotify:track:1E0CZWim9mfwrCkXvieES8,60,Zeds Dead,0.379,0.898,0.129,0.0238,0.0265,150.223,-2.19,0.219,0.374,3
113,Itchin' on a Photograph,https://open.spotify.com/embed/track/01nkjRsgpYwtbH94l7y4cg,spotify:track:01nkjRsgpYwtbH94l7y4cg,49,GROUPLOVE,0.501,0.877,0.268,0.137,0.0,96.993,-6.369,0.0484,0.309,3
114,dashstar* - Yellow Claw Trap Edit,https://open.spotify.com/embed/track/0fQlqbTeuXiUZnkmqTurOc,spotify:track:0fQlqbTeuXiUZnkmqTurOc,56,Knock2,0.644,0.85,0.357,0.0131,0.391,150.031,-3.504,0.0533,0.0912,3
128,A Thousand Miles,https://open.spotify.com/embed/track/4w1lzcaoZ1IC2K5TwjalRP,spotify:track:4w1lzcaoZ1IC2K5TwjalRP,76,Vanessa Carlton,0.56,0.825,0.268,0.323,0.0,94.931,-3.862,0.0379,0.161,3
129,First You Cry,https://open.spotify.com/embed/track/28hYrUWnji9pKfEZ5RcZQD,spotify:track:28hYrUWnji9pKfEZ5RcZQD,25,Little Buster & the Soul Brothers,0.379,0.461,0.253,0.107,0.00729,174.846,-7.438,0.0385,0.0501,3
130,Hallelujah Our King,https://open.spotify.com/embed/track/0Zy6MFHQQv5saKuM0vxAli,spotify:track:0Zy6MFHQQv5saKuM0vxAli,32,Jordan Feliz,0.493,0.463,0.194,0.00563,0.0,137.87,-7.142,0.03,0.457,3
132,Champagne Supernova - Remastered,https://open.spotify.com/embed/track/2A7GGXmTlXuH9LOvBXgOX4,spotify:track:2A7GGXmTlXuH9LOvBXgOX4,66,Oasis,0.293,0.817,0.138,0.458,0.0509,150.249,-3.786,0.039,0.355,3
133,UN DIA (ONE DAY) (Feat. Tainy),https://open.spotify.com/embed/track/0EhpEsp4L0oRGM0vmeaN5e,spotify:track:0EhpEsp4L0oRGM0vmeaN5e,72,J Balvin,0.571,0.693,0.393,0.00536,0.0,168.169,-8.234,0.0545,0.173,3
139,Hive Mind,https://open.spotify.com/embed/track/60knpe02nSLudHQYX2FZBI,spotify:track:60knpe02nSLudHQYX2FZBI,57,Slipknot,0.41,0.993,0.0536,0.000728,0.00132,101.279,-3.376,0.205,0.276,3
147,Key To Me (feat. Tayla),https://open.spotify.com/embed/track/3ocOHnnnRInWS42aLpdiTF,spotify:track:3ocOHnnnRInWS42aLpdiTF,16,Born Dirty,0.854,0.726,0.364,0.00546,0.0253,128.034,-4.412,0.254,0.104,3
153,Common People,https://open.spotify.com/embed/track/2fXKyAyPrEa24c6PJyqznF,spotify:track:2fXKyAyPrEa24c6PJyqznF,68,Pulp,0.314,0.797,0.569,0.0057,5.59e-05,145.393,-9.026,0.038,0.0718,3
157,Enemy,https://open.spotify.com/embed/track/0fEB4S6ZyFlRKNvFWRKO03,spotify:track:0fEB4S6ZyFlRKNvFWRKO03,53,Kidz Bop Kids,0.596,0.694,0.52,0.0389,0.0,154.023,-5.05,0.0713,0.0908,3
159,Dead n Gone,https://open.spotify.com/embed/track/2vyAxGW8KhJV1C4rGRCwco,spotify:track:2vyAxGW8KhJV1C4rGRCwco,69,Luci4,0.619,0.455,0.441,0.000357,0.0707,144.118,-4.93,0.0481,0.11,3
169,Design in Malice,https://open.spotify.com/embed/track/6Z9syPcYlnUvpMgmjQydIG,spotify:track:6Z9syPcYlnUvpMgmjQydIG,52,Jedi Mind Tricks,0.358,0.94,0.497,0.0217,0.00779,90.233,-4.274,0.164,0.0851,3
171,Righteous Loving,https://open.spotify.com/embed/track/2NKWAmzIFidQ7rYkS78Yv9,spotify:track:2NKWAmzIFidQ7rYkS78Yv9,21,8 Ball Aitken,0.583,0.646,0.316,0.439,0.0,79.938,-3.846,0.0258,0.238,3
175,Brotherhood Of Man,https://open.spotify.com/embed/track/0hubXoyvsuxkq3UA2tfSeG,spotify:track:0hubXoyvsuxkq3UA2tfSeG,42,Motörhead,0.48,0.989,0.176,0.00105,0.243,134.99,-4.031,0.0567,0.0792,3
176,Desire Lines,https://open.spotify.com/embed/track/34OYZJDVLJC0HS401190FN,spotify:track:34OYZJDVLJC0HS401190FN,49,Deerhunter,0.318,0.918,0.602,0.0559,0.297,120.567,-6.289,0.0374,0.659,3
180,Sexy 4 Eva,https://open.spotify.com/embed/track/1RPQAYvomUz5QAim2hj6cn,spotify:track:1RPQAYvomUz5QAim2hj6cn,37,Jay Park,0.738,0.73,0.301,0.0339,0.0,123.962,-5.174,0.116,0.223,3
187,Heaven,https://open.spotify.com/embed/track/3US6iSyLP2uS07gjjU2ZkG,spotify:track:3US6iSyLP2uS07gjjU2ZkG,47,The Walkmen,0.369,0.905,0.535,9.97e-05,0.191,157.998,-6.25,0.0561,0.125,3
191,Kwaku the Traveller,https://open.spotify.com/embed/track/7pXNFEzqeZB8rIbcFtYTop,spotify:track:7pXNFEzqeZB8rIbcFtYTop,58,Black Sherif,0.64,0.552,0.318,0.0764,0.0,135.241,-7.327,0.354,0.107,3
194,Alive,https://open.spotify.com/embed/track/3GUQHwDdoziJz9wTcBC1TZ,spotify:track:3GUQHwDdoziJz9wTcBC1TZ,37,As December Falls,0.353,0.975,0.303,0.00013,0.00482,174.958,-4.809,0.163,0.684,3
200,HELLCAT,https://open.spotify.com/embed/track/6UhcId8Fy6YByPYziOja5W,spotify:track:6UhcId8Fy6YByPYziOja5W,38,SOHAL,0.731,0.665,0.352,0.197,0.0,90.024,-5.313,0.0898,0.458,3
202,Follow You,https://open.spotify.com/embed/track/7FdUvDkaE24o3FPIWTvzv2,spotify:track:7FdUvDkaE24o3FPIWTvzv2,69,Imagine Dragons,0.542,0.732,0.489,0.00209,7.92e-05,124.912,-5.956,0.0521,0.496,3
204,The Archer,https://open.spotify.com/embed/track/3pHkh7d0lzM2AldUtz2x37,spotify:track:3pHkh7d0lzM2AldUtz2x37,75,Taylor Swift,0.292,0.574,0.166,0.12,0.00569,124.344,-9.375,0.0401,0.0663,3
207,Nack,https://open.spotify.com/embed/track/2o8AVV8YssDJKN6zqG20p1,spotify:track:2o8AVV8YssDJKN6zqG20p1,56,The Therapist,0.93,0.535,0.344,0.00419,0.0352,112.996,-10.65,0.0751,0.0932,3
212,Ocean Of Tears,https://open.spotify.com/embed/track/6oJIAZpChGNIEMAecud9SZ,spotify:track:6oJIAZpChGNIEMAecud9SZ,60,Imanbek,0.726,0.823,0.151,0.111,0.00193,120.99,-6.789,0.0571,0.0813,3
214,Don't Take The Money,https://open.spotify.com/embed/track/3ySU5vwQB33iGulwcUL9qQ,spotify:track:3ySU5vwQB33iGulwcUL9qQ,61,Bleachers,0.63,0.885,0.289,0.000397,1.37e-06,110.072,-5.674,0.0406,0.206,3
215,Safari Song,https://open.spotify.com/embed/track/1BfR5GMOgW0peHkPxrwf11,spotify:track:1BfR5GMOgW0peHkPxrwf11,67,Greta Van Fleet,0.362,0.928,0.678,0.164,1.61e-05,175.868,-4.015,0.0503,0.315,3
219,Kyoto,https://open.spotify.com/embed/track/4vjvx7Zxkb4AltGcZ0BBvI,spotify:track:4vjvx7Zxkb4AltGcZ0BBvI,70,Phoebe Bridgers,0.6,0.749,0.485,0.0467,0.295,131.024,-6.889,0.0419,0.0915,3
230,Pull From The Ghost,https://open.spotify.com/embed/track/5X0o92ihmXE7KP5fcmNSFv,spotify:track:5X0o92ihmXE7KP5fcmNSFv,51,ERRA,0.519,0.985,0.437,0.000785,5.95e-06,111.989,-3.058,0.107,0.107,3
232,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",https://open.spotify.com/embed/track/25MPTnqXQB1H6OkwSYUXWx,spotify:track:25MPTnqXQB1H6OkwSYUXWx,64,Ved Sharma,0.384,0.728,0.311,0.329,1.85e-05,156.396,-6.503,0.0623,0.329,3
234,Fortress,https://open.spotify.com/embed/track/4DgiEFeH7hLzb0n9h2lPrb,spotify:track:4DgiEFeH7hLzb0n9h2lPrb,24,Pyramaze,0.424,0.977,0.107,4.06e-05,0.000306,124.59,-6.742,0.176,0.646,3
240,Ameno,https://open.spotify.com/embed/track/7MDppFVchHTvTRvr4q69z8,spotify:track:7MDppFVchHTvTRvr4q69z8,54,I.GOT.U,0.731,0.929,0.395,0.0359,0.102,139.993,-5.439,0.0909,0.0311,3
247,Appreciation,https://open.spotify.com/embed/track/0laArkVVQj7e5ld4oiN615,spotify:track:0laArkVVQj7e5ld4oiN615,29,Jimmy Eat World,0.447,0.82,0.54,0.000774,0.00443,142.844,-3.63,0.0379,0.407,3
257,I Just Wanna Shine,https://open.spotify.com/embed/track/4GZ3YCkuH0VvTluVLwUp4g,spotify:track:4GZ3YCkuH0VvTluVLwUp4g,60,Fitz and The Tantrums,0.705,0.918,0.546,0.04,9.3e-05,92.511,-2.77,0.0684,0.0803,3
260,"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)",https://open.spotify.com/embed/track/16qyARqmuyJ6Dvb9LWa7AO,spotify:track:16qyARqmuyJ6Dvb9LWa7AO,26,DJ Snake,0.785,0.726,0.181,0.0739,4.01e-06,119.963,-4.209,0.0387,0.316,3
264,Phir Se Sajaa Do Duniya Saari,https://open.spotify.com/embed/track/66mgyyDKoPswjxiuLtFLAN,spotify:track:66mgyyDKoPswjxiuLtFLAN,29,Shaan,0.575,0.534,0.338,0.352,0.0,90.057,-8.969,0.0396,0.0729,3
275,Holy,https://open.spotify.com/embed/track/7FVGIPgLMDChTffvG2LuHV,spotify:track:7FVGIPgLMDChTffvG2LuHV,57,King Princess,0.614,0.585,0.211,0.134,0.000129,169.905,-9.483,0.164,0.0948,3
276,All My Friends Are Nobodies,https://open.spotify.com/embed/track/3xhvI8X8PGCKuKd49ZyFNJ,spotify:track:3xhvI8X8PGCKuKd49ZyFNJ,57,zebrahead,0.553,0.966,0.609,0.000548,4.06e-05,107.97,-3.097,0.074,0.197,3
290,Copperhead Road,https://open.spotify.com/embed/track/0VU5k3vCrpqDgUygMjiFYj,spotify:track:0VU5k3vCrpqDgUygMjiFYj,66,Steve Earle,0.372,0.588,0.706,0.0213,0.000103,162.874,-15.493,0.0411,0.0525,3
298,Prada,https://open.spotify.com/embed/track/6NLzzwFbAD1imLXGBMj9jo,spotify:track:6NLzzwFbAD1imLXGBMj9jo,45,The Doorbeen,0.838,0.727,0.192,0.0713,0.0,94.014,-6.576,0.0949,0.107,3
303,"Sanju Mathu Geetha - From ""Sanju Weds Geetha""",https://open.spotify.com/embed/track/73FLOdRpNcaL0ylxEdbcty,spotify:track:73FLOdRpNcaL0ylxEdbcty,12,Sonu Nigam,0.29,0.594,0.444,0.426,4.55e-06,83.945,-6.831,0.0583,0.343,3
305,Kaayalinarike,https://open.spotify.com/embed/track/0E21C7PNdAz9p2ntdX1hXQ,spotify:track:0E21C7PNdAz9p2ntdX1hXQ,33,Shahabaz Aman,0.728,0.582,0.223,0.307,1.11e-06,170.032,-6.602,0.0762,0.105,3
308,Take Me Home,https://open.spotify.com/embed/track/5SIe3gy33G2i0oMexandjR,spotify:track:5SIe3gy33G2i0oMexandjR,55,Jess Glynne,0.558,0.451,0.238,0.292,0.0,150.008,-6.163,0.0388,0.101,3
314,그대에게,https://open.spotify.com/embed/track/5NwzyQJvDC2haL3vDiuuNb,spotify:track:5NwzyQJvDC2haL3vDiuuNb,23,Shin Hae Chul,0.22,0.887,0.147,0.00207,0.0744,74.91,-8.067,0.406,0.871,3
320,Helena,https://open.spotify.com/embed/track/3cpZPDaWYxxy0Ho2uIyYRW,spotify:track:3cpZPDaWYxxy0Ho2uIyYRW,57,Misfits,0.275,0.872,0.412,0.000204,0.00509,147.014,-6.108,0.142,0.0895,3
324,Everything but Faith,https://open.spotify.com/embed/track/4ADgspuZLhlsiAijC9oDAR,spotify:track:4ADgspuZLhlsiAijC9oDAR,47,Colorblind,0.438,0.854,0.459,0.000659,0.0,76.066,-7.085,0.0694,0.0867,3
328,Soch,https://open.spotify.com/embed/track/38F8BE500Tybqd3jrzp5Av,spotify:track:38F8BE500Tybqd3jrzp5Av,55,MC Altaf,0.88,0.494,0.362,0.00764,0.0,135.006,-10.848,0.242,0.11,3
338,Super Gremlin - El Diablo Mix,https://open.spotify.com/embed/track/62Li2RUfLV9bCSJFweIG9H,spotify:track:62Li2RUfLV9bCSJFweIG9H,53,Kodak Black,0.793,0.501,0.12,0.00941,0.0,145.924,-5.874,0.131,0.356,3
340,BURN IT DOWN,https://open.spotify.com/embed/track/7oVEtyuv9NBmnytsCIsY5I,spotify:track:7oVEtyuv9NBmnytsCIsY5I,75,Linkin Park,0.585,0.972,0.585,0.0143,0.0,110.006,-4.45,0.0534,0.0707,3
341,Dragonborn part 3 (Oceans Apart),https://open.spotify.com/embed/track/6c0vdY5EZOx8g95uWcp3uI,spotify:track:6c0vdY5EZOx8g95uWcp3uI,54,Headhunterz,0.244,0.692,0.0993,0.00356,8.75e-06,149.673,-6.225,0.0536,0.12,3
344,Ugly Brunette,https://open.spotify.com/embed/track/0fUV4Y51wN8lnG75rkDDwg,spotify:track:0fUV4Y51wN8lnG75rkDDwg,53,Horse Jumper of Love,0.411,0.602,0.366,0.178,0.00719,78.842,-7.988,0.036,0.0929,3
351,It Won't Stop (feat. Chris Brown) - EP Version,https://open.spotify.com/embed/track/2xRYnHQdLD9ketvC01UYYT,spotify:track:2xRYnHQdLD9ketvC01UYYT,67,Sevyn Streeter,0.657,0.574,0.211,0.016,8.1e-05,119.992,-9.484,0.0407,0.172,3
355,O.K,https://open.spotify.com/embed/track/3CDDZYgE0S8sHLXEZjKCOd,spotify:track:3CDDZYgE0S8sHLXEZjKCOd,42,B1A4,0.635,0.894,0.423,0.0566,0.0,149.951,-2.995,0.0903,0.316,3
368,Heroes,https://open.spotify.com/embed/track/1FSURsZPnG8CkfTvmO8ssK,spotify:track:1FSURsZPnG8CkfTvmO8ssK,41,Oasis,0.392,0.965,0.406,0.000131,0.00151,115.993,-2.917,0.0663,0.333,3
375,Vendetta - X-Qlusive OST,https://open.spotify.com/embed/track/7hUjxqqihtkNajd5pGFaut,spotify:track:7hUjxqqihtkNajd5pGFaut,55,Rebelion,0.24,0.798,0.232,0.00476,0.00056,158.041,-4.976,0.0568,0.356,3
381,Didn't He Ramble,https://open.spotify.com/embed/track/0PcyGgEAKYaVpND2efXlar,spotify:track:0PcyGgEAKYaVpND2efXlar,36,Glen Hansard,0.257,0.764,0.446,0.02,0.000685,180.135,-6.904,0.0563,0.296,3
384,Deneb,https://open.spotify.com/embed/track/7apKcB7zICUb87xSryhrQh,spotify:track:7apKcB7zICUb87xSryhrQh,32,PEPPERTONES,0.453,0.704,0.287,0.305,0.000329,148.478,-4.282,0.0393,0.115,3
388,"Vermilion, Pt. 2",https://open.spotify.com/embed/track/0O7lENhqOySbsL743G7PqD,spotify:track:0O7lENhqOySbsL743G7PqD,67,Slipknot,0.589,0.442,0.0904,0.334,0.000424,122.688,-8.517,0.0291,0.0987,3
391,caffeine cops,https://open.spotify.com/embed/track/6bfvJmIShenDFix2g37t1S,spotify:track:6bfvJmIShenDFix2g37t1S,34,Khaki Cuffs,0.366,0.867,0.585,0.0212,0.0,166.607,-3.482,0.145,0.0775,3
395,Jodaa,https://open.spotify.com/embed/track/7t8oWuQ4zBK4Sq5tO2HQCq,spotify:track:7t8oWuQ4zBK4Sq5tO2HQCq,39,Afsana Khan,0.497,0.831,0.53,0.306,0.0,105.415,-3.771,0.141,0.0928,3
399,WHERETHEMONEYGROWS.,https://open.spotify.com/embed/track/6V7SxXHLB3q2vF2i9todlK,spotify:track:6V7SxXHLB3q2vF2i9todlK,31,Oblé Reed,0.58,0.544,0.295,0.266,1.43e-05,73.363,-6.414,0.339,0.0992,3
413,Thumbi Thullal,https://open.spotify.com/embed/track/7tvDj0JY0HBSikV4mR7VE9,spotify:track:7tvDj0JY0HBSikV4mR7VE9,39,A.R. Rahman,0.615,0.588,0.384,0.351,5.13e-05,81.961,-10.565,0.052,0.246,3
416,Bed Time (feat. Monaleo & Gloss Up),https://open.spotify.com/embed/track/5H7IzRvSCGY2p7jjuCu6g1,spotify:track:5H7IzRvSCGY2p7jjuCu6g1,46,Flo Milli,0.889,0.814,0.337,0.15,1.91e-05,109.965,-4.549,0.0645,0.0709,3
419,Desi Jersey OG,https://open.spotify.com/embed/track/1gkbPPdSRYwp6Jei7jdKnu,spotify:track:1gkbPPdSRYwp6Jei7jdKnu,25,Jayhaan,0.88,0.907,0.342,0.0478,0.0,140.072,-4.751,0.238,0.585,3
425,CLOSE (feat. Travis Scott) - From SR3MM,https://open.spotify.com/embed/track/1oUudyBYVGMIC8JXeIsFzq,spotify:track:1oUudyBYVGMIC8JXeIsFzq,57,Rae Sremmurd,0.691,0.736,0.0395,0.104,0.0,140.034,-4.993,0.0321,0.111,3
432,Inhale / Exhale (with Sabrina Claudio),https://open.spotify.com/embed/track/4jhznF9z7jv08LIAtSZTnu,spotify:track:4jhznF9z7jv08LIAtSZTnu,61,Austin Millz,0.689,0.728,0.184,0.17,0.136,107.988,-8.801,0.0705,0.19,3
440,Hater,https://open.spotify.com/embed/track/1vlgn36Bko8wbMBwzS4Mdr,spotify:track:1vlgn36Bko8wbMBwzS4Mdr,52,Korn,0.508,0.947,0.511,0.000245,5.99e-05,94.033,-3.652,0.0544,0.211,3
441,"Green Gobby Party - From ""Disney Junior Live On Tour: Costume Palooza""",https://open.spotify.com/embed/track/2inYtWjbX1oSywjJwr6Fuk,spotify:track:2inYtWjbX1oSywjJwr6Fuk,38,Marvel’s Spidey and His Amazing Friends - Cast,0.448,0.94,0.428,0.0565,0.0,78.946,-2.453,0.181,0.326,3
448,Red Right Hand,https://open.spotify.com/embed/track/5acXrmMJ2HFympa3z0Rfrk,spotify:track:5acXrmMJ2HFympa3z0Rfrk,29,Giant Sand,0.405,0.574,0.265,0.025,0.188,126.405,-9.537,0.0386,0.0654,3
454,Stardust,https://open.spotify.com/embed/track/4ABR3zMxUzZMWFbHaf1SIq,spotify:track:4ABR3zMxUzZMWFbHaf1SIq,37,Designer Disguise,0.48,0.944,0.343,0.00235,0.0,163.019,-3.833,0.155,0.337,3
466,Fear of the Dark - 2015 Remaster,https://open.spotify.com/embed/track/0h4rVZcOiSaL9b5mT1A2gq,spotify:track:0h4rVZcOiSaL9b5mT1A2gq,54,Iron Maiden,0.308,0.866,0.227,0.000739,0.00141,109.825,-5.671,0.059,0.232,3
467,My Love,https://open.spotify.com/embed/track/5MzQInSkVMQhfrSGIPE2JT,spotify:track:5MzQInSkVMQhfrSGIPE2JT,45,Greentea Peng,0.461,0.608,0.617,0.0238,0.0783,194.384,-7.727,0.0736,0.127,3
470,Summertime Sadness,https://open.spotify.com/embed/track/1Ist6PR2BZR3n2z2Y5R6S1,spotify:track:1Ist6PR2BZR3n2z2Y5R6S1,74,Lana Del Rey,0.566,0.647,0.22,0.0477,0.0,111.96,-6.815,0.0335,0.121,3
471,I Stole Your Love,https://open.spotify.com/embed/track/7qj6lBOB1QTgBmKedXuIbs,spotify:track:7qj6lBOB1QTgBmKedXuIbs,44,KISS,0.317,0.972,0.49,0.0319,0.00101,193.173,-6.302,0.144,0.938,3
476,You Ignore Them All,https://open.spotify.com/embed/track/35MYAs5EQtZ9c5NLlZammA,spotify:track:35MYAs5EQtZ9c5NLlZammA,34,Raised Fist,0.322,0.969,0.0367,4.62e-06,0.145,119.861,-5.852,0.055,0.11,3
478,Otra Noche,https://open.spotify.com/embed/track/4dmWlYKe97EU8epUr1lZtS,spotify:track:4dmWlYKe97EU8epUr1lZtS,32,GioBulla,0.626,0.538,0.485,0.0195,0.000293,76.195,-6.57,0.306,0.117,3
481,Choctaw Bingo,https://open.spotify.com/embed/track/3d0EH8kmmejGmBtvQHYgU6,spotify:track:3d0EH8kmmejGmBtvQHYgU6,41,James McMurtry,0.311,0.777,0.711,0.0526,0.0202,200.508,-7.876,0.0394,0.0955,3
492,Emo Song,https://open.spotify.com/embed/track/5hQjB552fc7TQAtdzJTzLo,spotify:track:5hQjB552fc7TQAtdzJTzLo,44,beabadoobee,0.409,0.77,0.448,0.00188,0.0028,155.97,-8.344,0.0441,0.103,3
493,Kathryn,https://open.spotify.com/embed/track/5mtR7DgaGittrloNzPIVw2,spotify:track:5mtR7DgaGittrloNzPIVw2,26,Kerosene Heights,0.486,0.895,0.534,0.000778,2.48e-06,143.949,-6.201,0.043,0.0805,3
495,Perfect,https://open.spotify.com/embed/track/0tgVpDi06FyKpA1z0VMD4v,spotify:track:0tgVpDi06FyKpA1z0VMD4v,88,Ed Sheeran,0.599,0.448,0.168,0.163,0.0,95.05,-6.312,0.0232,0.106,3
501,God Gave Rock 'N' Roll To You II,https://open.spotify.com/embed/track/1jJenVEjsXClGR4n4vJkMu,spotify:track:1jJenVEjsXClGR4n4vJkMu,56,KISS,0.444,0.735,0.347,0.112,0.0,145.244,-9.74,0.0526,0.637,3
